 Date Time CO NO2 CHX NO PM10
 16.04.13 12:00 0.10 0.27 1.48 0.02 ----
 -------- 13:00 0.05 0.10 1.48 0.01 ----
 -------- 14:00 0.04 0.09 1.45 0.01 ----
 -------- 15:00 0.05 0.08 1.44 0.01 ----
 -------- 16:00 0.04 0.06 1.41 0.00 ----
 16.04.13 17:00 0.04 0.06 1.40 0.00 ----
 -------- 18:00 0.05 0.07 1.39 0.01 ----
 -------- 19:00 0.05 0.10 1.41 0.01 ----
 -------- 20:00 0.07 0.14 1.42 0.01 ----
 -------- 21:00 0.09 0.30 1.45 0.01 ----
 16.04.13 22:00 0.14 0.50 1.54 0.02 ----
 -------- 23:00 0.17 0.53 1.59 0.08 ----
 -------- 00:00 0.16 0.54 1.62 0.09 ----
 -------- 01:00 0.14 0.53 1.55 0.07 ----
 -------- 02:00 0.11 0.52 1.55 0.05 ----
 17.04.13 03:00 0.09 0.51 1.54 0.04 ----
 -------- 04:00 0.08 0.49 1.54 0.03 ----
 -------- 05:00 0.08 0.48 1.57 0.04 ----
 -------- 06:00 0.09 0.47 1.51 0.08 ----
 -------- 07:00 0.11 0.46 1.60 0.16 ----
 17.04.13 08:00 0.17 0.48 1.67 0.19 ----
 -------- 09:00 0.17 0.49 1.71 0.20 ----
 -------- 10:00 0.16 0.48 1.69 0.14 ----
 -------- 11:00 0.10 0.33 1.55 0.04 ----
 -------- 12:00 0.06 0.17 1.40 0.02 ----
 17.04.13 13:00 0.03 0.08 1.42 0.01 0.18
 -------- 14:00 0.02 0.07 1.38 0.01 0.16
 -------- 15:00 0.03 0.08 1.41 0.01 0.17
 -------- 16:00 0.03 0.08 1.16 0.01 0.14
 -------- 17:00 0.03 0.08 1.38 0.01 0.15
 17.04.13 18:00 0.05 0.10 1.39 0.01 0.18
 -------- 19:00 0.07 0.10 1.38 0.01 0.26
 -------- 20:00 0.09 0.12 1.36 0.00 0.19
 -------- 21:00 0.15 0.21 1.42 0.01 0.19
 -------- 22:00 0.18 0.28 1.54 0.00 0.18
 17.04.13 23:00 0.17 0.23 1.46 0.01 0.14
 -------- 00:00 0.18 0.18 1.34 0.01 0.12
 -------- 01:00 0.18 0.17 1.40 0.01 0.11
 -------- 02:00 0.18 0.20 1.39 0.00 0.10
 -------- 03:00 0.17 0.21 1.37 0.01 0.09
 18.04.13 04:00 0.14 0.17 1.35 0.00 0.08
 -------- 05:00 ---- 0.15 1.36 0.01 0.07
 -------- 06:00 ---- 0.17 1.38 0.01 0.08
 -------- 07:00 ---- 0.21 1.36 0.01 0.12
 -------- 08:00 0.02 0.28 1.34 0.01 0.18
 18.04.13 09:00 0.03 0.31 1.36 0.02 0.30
 -------- 10:00 0.03 0.27 1.36 0.02 0.24
 -------- 11:00 0.02 0.22 1.33 0.01 0.22
