 Date Time CO NO2 CHX NO PM10
 13.01.13 12:00 0.08 0.12 1.58 0.04 0.06
 -------- 13:00 0.08 0.12 1.57 0.03 0.05
 -------- 14:00 0.08 0.14 1.56 0.03 0.05
 -------- 15:00 0.09 0.14 1.56 0.03 0.05
 -------- 16:00 0.08 0.16 1.55 0.03 0.05
 13.01.13 17:00 0.10 0.19 1.56 0.02 0.06
 -------- 18:00 0.09 0.20 1.55 0.02 0.05
 -------- 19:00 0.08 0.15 1.52 0.01 0.04
 -------- 20:00 0.10 0.17 1.54 0.02 0.05
 -------- 21:00 0.08 0.17 1.54 0.01 0.04
 13.01.13 22:00 0.08 0.18 1.55 0.02 0.04
 -------- 23:00 0.08 0.19 1.55 0.01 0.04
 -------- 00:00 0.08 0.18 1.53 0.01 0.04
 -------- 01:00 0.07 0.15 1.52 0.01 0.04
 -------- 02:00 0.06 0.12 1.50 0.01 0.04
 14.01.13 03:00 0.06 0.11 1.48 0.01 0.03
 -------- 04:00 0.06 0.12 1.48 0.01 0.03
 -------- 05:00 0.06 0.11 1.47 0.01 0.03
 -------- 06:00 0.06 0.13 1.48 0.01 0.03
 -------- 07:00 0.07 0.17 1.53 0.02 0.04
 14.01.13 08:00 0.13 0.20 1.61 0.05 0.04
 -------- 09:00 0.12 0.23 1.59 0.05 0.04
 -------- 10:00 0.12 0.23 1.57 0.06 0.03
 -------- 11:00 0.11 0.23 1.58 0.08 0.04
 -------- 12:00 0.10 0.21 1.55 0.06 0.04
 14.01.13 13:00 0.08 0.19 1.52 0.04 0.03
 -------- 14:00 0.08 0.21 1.54 0.05 0.04
 -------- 15:00 0.07 0.29 1.57 0.09 0.05
 -------- 16:00 0.07 0.26 1.57 0.06 0.04
 -------- 17:00 0.05 0.23 1.53 0.02 0.04
 14.01.13 18:00 0.04 0.16 1.47 0.01 0.02
 -------- 19:00 0.04 0.20 1.50 0.01 0.03
 -------- 20:00 0.03 0.10 1.46 0.01 0.02
 -------- 21:00 0.06 0.08 1.42 0.01 0.01
 -------- 22:00 0.06 0.09 1.43 0.01 0.02
 14.01.13 23:00 0.06 0.09 1.43 0.01 0.02
 -------- 00:00 0.06 0.10 1.43 0.01 0.02
 -------- 01:00 0.06 0.08 1.43 0.01 0.02
 -------- 02:00 0.04 0.06 1.42 0.00 0.02
 -------- 03:00 0.04 0.04 1.42 0.01 0.02
 15.01.13 04:00 0.04 0.04 1.41 0.00 0.02
 -------- 05:00 0.05 0.04 1.41 0.00 0.02
 -------- 06:00 0.05 0.04 1.43 0.01 0.02
 -------- 07:00 0.05 0.09 1.42 0.01 0.02
 -------- 08:00 0.06 0.19 1.48 0.02 0.02
 15.01.13 09:00 0.07 0.21 1.51 0.02 0.03
 -------- 10:00 0.09 0.24 1.53 0.03 0.03
 -------- 11:00 0.07 0.17 1.49 0.02 0.02
