 Date Time CO NO2 CHX NO PM10
 15.01.13 00:00 0.06 0.10 1.43 0.01 0.02
 -------- 01:00 0.06 0.08 1.43 0.01 0.02
 -------- 02:00 0.04 0.06 1.42 0.00 0.02
 -------- 03:00 0.04 0.04 1.42 0.01 0.02
 -------- 04:00 0.04 0.04 1.41 0.00 0.02
 15.01.13 05:00 0.05 0.04 1.41 0.00 0.02
 -------- 06:00 0.05 0.04 1.43 0.01 0.02
 -------- 07:00 0.05 0.09 1.42 0.01 0.02
 -------- 08:00 0.06 0.19 1.48 0.02 0.02
 -------- 09:00 0.07 0.21 1.51 0.02 0.03
 15.01.13 10:00 0.09 0.24 1.53 0.03 0.03
 -------- 11:00 0.07 0.17 1.49 0.02 0.02
 -------- 12:00 0.08 0.20 1.50 0.03 0.03
 -------- 13:00 0.10 0.22 1.54 0.04 0.04
 -------- 14:00 0.09 0.23 1.53 0.04 0.03
 15.01.13 15:00 0.10 0.24 1.52 0.04 0.03
 -------- 16:00 0.10 0.25 1.55 0.04 0.04
 -------- 17:00 0.10 0.24 1.67 0.03 0.04
 -------- 18:00 0.07 0.30 1.61 0.04 0.04
 -------- 19:00 0.08 0.30 1.60 0.04 0.04
 15.01.13 20:00 0.06 0.28 1.59 0.03 0.04
 -------- 21:00 0.06 0.27 1.57 0.02 0.03
 -------- 22:00 0.06 0.34 1.59 0.05 0.04
 -------- 23:00 0.05 0.22 1.55 0.02 0.03
 -------- 00:00 0.03 0.18 1.51 0.01 0.03
 16.01.13 01:00 0.03 0.24 1.54 0.02 0.02
 -------- 02:00 0.05 0.32 1.60 0.06 0.03
 -------- 03:00 0.07 0.32 1.59 0.04 0.03
 -------- 04:00 0.04 0.27 1.61 0.02 0.03
 -------- 05:00 0.04 0.27 1.61 0.02 0.03
 16.01.13 06:00 0.04 0.21 1.59 0.01 0.03
 -------- 07:00 0.05 0.25 1.60 0.03 0.03
 -------- 08:00 0.08 0.29 1.62 0.05 0.03
 -------- 09:00 0.11 0.32 1.63 0.08 0.06
 -------- 10:00 0.12 0.31 1.64 0.09 0.05
 16.01.13 11:00 0.13 0.31 1.66 0.12 0.07
 -------- 12:00 0.15 0.34 1.69 0.19 0.10
 -------- 13:00 0.16 0.32 1.72 0.21 0.08
 -------- 14:00 0.15 0.33 1.72 0.21 0.08
 -------- 15:00 0.17 0.33 1.78 0.23 0.09
 16.01.13 16:00 0.17 0.33 1.78 0.22 0.09
 -------- 17:00 0.17 0.34 1.78 0.23 0.09
 -------- 18:00 0.17 0.34 1.84 0.23 0.09
 -------- 19:00 0.19 0.35 1.97 0.26 0.10
 -------- 20:00 0.15 0.32 1.81 0.14 0.09
 16.01.13 21:00 0.12 0.29 1.76 0.10 0.08
 -------- 22:00 0.09 0.26 2.04 0.07 0.07
 -------- 23:00 0.10 0.26 2.13 0.08 0.07
 -------- 00:00 0.08 0.23 2.06 0.03 0.06
