 Date Time CO NO2 CHX NO PM10
 20.12.12 00:00 0.08 0.28 1.59 0.04 0.05
 -------- 01:00 0.08 0.26 1.59 0.04 0.05
 -------- 02:00 0.08 0.26 1.63 0.04 0.05
 -------- 03:00 0.08 0.26 1.82 0.04 0.06
 -------- 04:00 0.06 0.24 1.94 0.03 0.05
 20.12.12 05:00 0.06 0.25 1.88 0.03 0.05
 -------- 06:00 0.09 0.26 1.82 0.05 0.05
 -------- 07:00 0.11 0.29 1.86 0.11 0.06
 -------- 08:00 0.17 0.31 2.00 0.19 0.07
 -------- 09:00 0.24 0.33 2.14 0.28 0.09
 20.12.12 10:00 0.21 0.34 2.08 0.28 0.12
 -------- 11:00 0.15 0.33 1.92 0.23 0.13
 -------- 12:00 0.13 0.30 1.75 0.18 0.08
 -------- 13:00 0.12 0.29 1.76 0.17 0.07
 -------- 14:00 0.19 0.37 1.91 0.30 0.13
 20.12.12 15:00 0.19 0.40 1.90 0.34 0.14
 -------- 16:00 0.21 0.39 2.11 0.34 0.17
 -------- 17:00 0.12 0.35 2.11 0.12 0.38
 -------- 18:00 0.16 0.33 2.12 0.17 0.14
 -------- 19:00 0.18 0.35 2.25 0.20 0.10
 20.12.12 20:00 0.15 0.32 2.08 0.17 0.11
 -------- 21:00 0.14 0.31 1.94 0.15 0.10
 -------- 22:00 0.11 0.29 1.82 0.15 0.09
 -------- 23:00 0.10 0.28 1.77 0.15 0.09
 -------- 00:00 0.10 0.28 1.78 0.16 0.09
 21.12.12 01:00 0.12 0.28 1.84 0.20 0.10
 -------- 02:00 0.13 0.29 1.93 0.16 0.07
 -------- 03:00 0.10 0.28 2.15 0.12 0.09
 -------- 04:00 0.10 0.27 2.25 0.12 0.10
 -------- 05:00 0.10 0.25 2.07 0.12 0.09
 21.12.12 06:00 0.11 0.27 1.96 0.14 0.09
 -------- 07:00 0.13 0.27 1.94 0.18 0.09
 -------- 08:00 0.13 0.26 1.94 0.20 0.10
 -------- 09:00 0.18 0.28 2.04 0.25 0.11
 -------- 10:00 0.19 0.28 2.08 0.26 0.12
 21.12.12 11:00 0.20 0.30 2.13 0.29 0.13
 -------- 12:00 0.21 0.30 2.11 0.32 0.15
 -------- 13:00 0.20 0.33 2.11 0.38 0.16
 -------- 14:00 0.21 0.34 2.19 0.34 0.16
 -------- 15:00 0.23 0.34 2.18 0.34 0.16
 21.12.12 16:00 0.20 0.33 2.15 0.27 0.14
 -------- 17:00 0.21 0.34 2.20 0.32 0.13
 -------- 18:00 0.25 0.35 2.05 0.37 0.13
 -------- 19:00 0.24 0.35 1.96 0.34 0.13
 -------- 20:00 0.17 0.30 1.90 0.20 0.11
 21.12.12 21:00 0.17 0.30 1.99 0.18 0.09
 -------- 22:00 0.17 0.31 2.05 0.17 0.08
 -------- 23:00 0.15 0.31 1.95 0.15 0.08
