 Date Time CO NO2 CHX NO PM10
 26.02.13 12:00 0.10 0.32 1.38 0.06 0.09
 -------- 13:00 0.09 0.25 1.35 0.04 0.08
 -------- 14:00 0.08 0.17 1.35 0.03 0.06
 -------- 15:00 0.06 0.16 1.34 0.02 0.05
 -------- 16:00 0.07 0.16 1.31 0.02 0.05
 26.02.13 17:00 0.07 0.18 1.24 0.02 0.04
 -------- 18:00 0.07 0.20 1.31 0.01 0.05
 -------- 19:00 0.07 0.19 1.30 0.01 0.05
 -------- 20:00 0.06 0.26 1.29 0.01 0.05
 -------- 21:00 0.05 0.22 1.30 0.01 0.04
 26.02.13 22:00 0.06 0.27 1.30 0.01 0.05
 -------- 23:00 0.06 0.25 1.32 0.01 0.05
 -------- 00:00 0.04 0.21 1.32 0.00 0.05
 -------- 01:00 0.04 0.16 1.34 0.00 0.04
 -------- 02:00 0.04 0.14 1.32 0.00 0.03
 27.02.13 03:00 0.04 0.10 1.31 0.01 0.03
 -------- 04:00 0.04 0.07 1.30 0.01 0.03
 -------- 05:00 0.05 0.06 1.30 0.01 0.03
 -------- 06:00 0.04 0.09 1.31 0.00 0.04
 -------- 07:00 0.05 0.12 1.32 0.01 0.04
 27.02.13 08:00 0.07 0.16 1.32 0.01 0.04
 -------- 09:00 0.08 0.20 1.32 0.02 0.05
 -------- 10:00 0.09 0.25 1.34 0.02 0.05
 -------- 11:00 0.08 0.23 1.34 0.02 0.05
 -------- 12:00 0.08 0.20 1.34 0.02 0.05
 27.02.13 13:00 0.06 0.14 1.33 0.01 0.03
 -------- 14:00 0.07 0.15 1.32 0.01 0.03
 -------- 15:00 0.07 0.18 1.31 0.02 0.03
 -------- 16:00 0.07 0.23 1.33 0.02 0.04
 -------- 17:00 0.07 0.19 1.33 0.02 0.02
 27.02.13 18:00 0.07 0.16 1.30 0.01 0.01
 -------- 19:00 0.06 0.16 1.29 0.01 0.03
 -------- 20:00 0.07 0.28 1.31 0.01 0.05
 -------- 21:00 0.06 0.18 1.30 0.01 0.04
 -------- 22:00 0.07 0.26 1.31 0.01 0.06
 27.02.13 23:00 0.13 0.41 1.42 0.08 0.09
 -------- 00:00 0.12 0.42 1.46 0.12 0.11
 -------- 01:00 0.11 0.40 1.45 0.08 0.10
 -------- 02:00 0.07 0.21 1.42 0.01 0.04
 -------- 03:00 0.05 0.15 1.38 0.01 0.03
 28.02.13 04:00 0.04 0.10 1.31 0.00 0.02
 -------- 05:00 0.04 0.06 1.30 0.00 0.02
 -------- 06:00 0.05 0.12 1.30 0.00 0.02
 -------- 07:00 0.04 0.15 1.31 0.01 0.02
 -------- 08:00 0.05 0.14 1.30 0.01 0.02
 28.02.13 09:00 0.06 0.14 1.30 0.01 0.02
 -------- 10:00 0.07 0.13 1.30 0.01 0.02
 -------- 11:00 0.06 0.13 1.30 0.02 0.02
 -------- 12:00 ---- ---- 1.29 ---- ----
