 Date Time CO NO2 NO
 01.03.13 00:00 0.04 0.05 0.06
 -------- 01:00 0.04 0.05 0.06
 -------- 02:00 0.04 0.03 0.06
 -------- 03:00 0.04 0.02 0.06
 -------- 04:00 0.04 0.02 0.06
 01.03.13 05:00 0.08 0.04 0.06
 -------- 06:00 0.04 0.04 0.06
 -------- 07:00 0.05 0.05 0.07
 -------- 08:00 0.05 0.03 0.07
 -------- 09:00 0.04 0.03 0.06
 01.03.13 10:00 0.06 0.05 0.07
 -------- 11:00 0.07 0.05 0.07
 -------- 12:00 0.06 0.05 0.07
 -------- 13:00 0.06 0.07 0.07
 -------- 14:00 0.06 0.05 0.07
 01.03.13 15:00 0.06 0.05 0.07
 -------- 16:00 0.05 0.07 0.07
 -------- 17:00 0.05 0.04 0.05
 -------- 18:00 0.06 0.04 0.05
 -------- 19:00 0.06 0.04 0.04
 01.03.13 20:00 0.07 0.03 0.03
 -------- 21:00 0.08 0.02 0.03
 -------- 22:00 0.08 0.07 0.03
 -------- 23:00 0.09 0.03 0.04
 -------- 00:00 0.09 0.04 0.04
 02.03.13 01:00 0.08 0.04 0.04
 -------- 02:00 0.08 0.04 0.03
 -------- 03:00 0.06 0.02 0.03
 -------- 04:00 0.02 0.02 0.03
 -------- 05:00 0.04 0.03 0.04
 02.03.13 06:00 0.04 0.03 0.03
 -------- 07:00 0.03 0.08 0.03
 -------- 08:00 0.03 0.06 0.04
 -------- 09:00 0.04 0.08 0.04
 -------- 10:00 0.06 0.11 0.04
 02.03.13 11:00 0.07 0.08 0.04
 -------- 12:00 0.09 0.05 0.05
 -------- 13:00 0.07 0.07 0.05
 -------- 14:00 0.07 0.08 0.05
 -------- 15:00 0.06 0.12 0.08
 02.03.13 16:00 0.05 0.21 0.08
 -------- 17:00 0.05 0.05 0.07
 -------- 18:00 0.05 0.20 0.07
 -------- 19:00 0.07 0.23 0.07
 -------- 20:00 0.07 0.22 0.08
 02.03.13 21:00 0.07 0.30 0.10
 -------- 22:00 0.08 0.19 0.07
 -------- 23:00 0.09 0.33 0.10
