 Date Time CO NO2 NO
 25.11.12 00:00 ---- 0.36 0.12
 -------- 01:00 ---- 0.35 0.10
 -------- 02:00 ---- 0.33 0.07
 -------- 03:00 ---- 0.30 0.06
 -------- 04:00 ---- 0.29 0.06
 25.11.12 05:00 ---- 0.26 0.05
 -------- 06:00 ---- 0.25 0.05
 -------- 07:00 0.06 0.29 0.05
 -------- 08:00 0.06 0.29 0.06
 -------- 09:00 0.07 0.31 0.07
 25.11.12 10:00 0.07 0.32 0.09
 -------- 11:00 0.07 0.30 0.09
 -------- 12:00 0.06 0.29 0.09
 -------- 13:00 0.06 0.31 0.11
 -------- 14:00 0.07 0.32 0.10
 25.11.12 15:00 0.08 0.32 0.11
 -------- 16:00 0.07 0.32 0.09
 -------- 17:00 0.07 0.34 0.07
 -------- 18:00 0.07 0.38 0.10
 -------- 19:00 0.06 0.38 0.10
 25.11.12 20:00 0.06 0.34 0.07
 -------- 21:00 0.06 0.32 0.06
 -------- 22:00 0.06 0.32 0.06
 -------- 23:00 0.08 0.31 0.06
 -------- 00:00 0.07 0.29 0.05
 26.11.12 01:00 0.06 0.26 0.05
 -------- 02:00 0.05 0.25 0.05
 -------- 03:00 0.04 0.22 0.05
 -------- 04:00 0.05 0.23 0.05
 -------- 05:00 0.06 0.25 0.05
 26.11.12 06:00 0.07 0.23 0.13
 -------- 07:00 0.09 0.27 0.08
 -------- 08:00 0.11 0.28 0.10
 -------- 09:00 0.12 0.29 0.11
 -------- 10:00 0.13 0.43 0.38
 26.11.12 11:00 0.11 0.41 0.18
 -------- 12:00 0.11 0.27 0.13
 -------- 13:00 0.10 0.24 0.12
 -------- 14:00 0.10 0.24 0.11
 -------- 15:00 0.11 0.25 0.13
 26.11.12 16:00 0.11 0.25 0.15
 -------- 17:00 0.11 0.27 0.18
 -------- 18:00 0.12 0.27 0.19
 -------- 19:00 0.10 0.24 0.16
 -------- 20:00 0.09 0.25 0.16
 26.11.12 21:00 0.09 0.23 0.15
 -------- 22:00 0.10 0.22 0.14
 -------- 23:00 0.08 0.20 0.11
