 Date Time CO NO2 NO
 30.01.13 12:00 0.08 0.14 0.10
 -------- 13:00 0.09 0.13 0.10
 -------- 14:00 0.09 0.12 0.09
 -------- 15:00 0.09 0.12 0.09
 -------- 16:00 0.10 0.13 0.08
 30.01.13 17:00 0.10 0.17 0.08
 -------- 18:00 0.11 0.16 0.10
 -------- 19:00 0.11 0.17 0.11
 -------- 20:00 0.10 0.15 0.07
 -------- 21:00 0.07 0.11 0.05
 30.01.13 22:00 0.07 0.11 0.05
 -------- 23:00 0.07 0.09 0.06
 -------- 00:00 0.06 0.05 0.05
 -------- 01:00 0.04 0.03 0.05
 -------- 02:00 0.05 0.04 0.05
 31.01.13 03:00 0.04 0.04 0.05
 -------- 04:00 0.04 0.04 0.05
 -------- 05:00 0.04 0.06 0.05
 -------- 06:00 0.04 0.07 0.05
 -------- 07:00 0.06 0.07 0.05
 31.01.13 08:00 0.09 0.09 0.07
 -------- 09:00 0.07 0.10 0.06
 -------- 10:00 0.06 0.07 0.06
 -------- 11:00 0.07 0.06 0.07
 -------- 12:00 0.07 0.07 0.07
 31.01.13 13:00 0.09 0.07 0.07
 -------- 14:00 0.06 0.07 0.07
 -------- 15:00 0.07 0.06 0.06
 -------- 16:00 0.07 0.07 0.07
 -------- 17:00 0.08 0.08 0.07
 31.01.13 18:00 0.07 0.07 0.07
 -------- 19:00 0.06 0.06 0.06
 -------- 20:00 0.07 0.06 0.06
 -------- 21:00 0.06 0.05 0.06
 -------- 22:00 0.06 0.05 0.06
 31.01.13 23:00 0.06 0.04 0.05
 -------- 00:00 0.06 0.03 0.06
 -------- 01:00 0.06 0.04 0.05
 -------- 02:00 0.05 0.03 0.05
 -------- 03:00 0.05 0.03 0.05
 01.02.13 04:00 0.06 0.04 0.05
 -------- 05:00 0.06 0.04 0.05
 -------- 06:00 0.06 0.04 0.05
 -------- 07:00 0.07 0.05 0.06
 -------- 08:00 0.07 0.06 0.06
 01.02.13 09:00 0.07 0.07 0.06
 -------- 10:00 0.08 0.07 0.06
 -------- 11:00 0.08 0.07 0.08
