 Date Time CO NO2 NO
 27.03.13 12:00 0.09 0.13 0.06
 -------- 13:00 0.06 0.07 0.04
 -------- 14:00 0.06 0.06 0.03
 -------- 15:00 0.05 0.07 0.03
 -------- 16:00 0.07 0.07 0.03
 27.03.13 17:00 0.06 0.08 0.03
 -------- 18:00 0.06 0.08 0.02
 -------- 19:00 0.05 0.08 0.01
 -------- 20:00 0.07 0.12 0.02
 -------- 21:00 0.09 0.27 0.06
 27.03.13 22:00 0.12 0.27 0.04
 -------- 23:00 0.14 0.36 0.06
 -------- 00:00 0.10 0.31 0.05
 -------- 01:00 0.07 0.28 0.03
 -------- 02:00 0.06 0.20 0.02
 28.03.13 03:00 0.06 0.22 0.03
 -------- 04:00 0.05 0.28 0.03
 -------- 05:00 0.04 0.24 0.04
 -------- 06:00 0.06 0.24 0.06
 -------- 07:00 0.09 0.35 0.10
 28.03.13 08:00 0.11 0.33 0.08
 -------- 09:00 0.13 0.24 0.07
 -------- 10:00 0.12 0.24 0.08
 -------- 11:00 0.10 0.20 0.09
 -------- 12:00 0.08 0.17 0.07
 28.03.13 13:00 0.08 0.11 0.05
 -------- 14:00 0.08 0.09 0.04
 -------- 15:00 0.06 0.05 0.04
 -------- 16:00 0.06 0.06 0.03
 -------- 17:00 0.07 0.08 0.03
 28.03.13 18:00 0.07 0.07 0.03
 -------- 19:00 0.08 0.10 0.03
 -------- 20:00 0.07 0.13 0.02
 -------- 21:00 0.09 0.22 0.03
 -------- 22:00 0.11 0.30 0.04
 28.03.13 23:00 0.09 0.32 0.05
 -------- 00:00 0.07 0.22 0.03
 -------- 01:00 0.06 0.13 0.02
 -------- 02:00 0.08 0.20 0.03
 -------- 03:00 0.06 0.17 0.01
 29.03.13 04:00 0.05 0.15 0.02
 -------- 05:00 0.04 0.19 0.02
 -------- 06:00 0.06 0.21 0.02
 -------- 07:00 0.09 0.32 0.06
 -------- 08:00 0.10 0.27 0.06
 29.03.13 09:00 0.14 0.32 0.10
 -------- 10:00 0.14 0.33 0.12
 -------- 11:00 0.09 0.20 0.07
