 Date Time CO NO2 NO
 15.05.13 12:00 0.12 0.17 0.03
 -------- 13:00 0.11 0.02 0.02
 -------- 14:00 0.13 0.01 0.02
 -------- 15:00 0.13 0.02 0.02
 -------- 16:00 0.10 0.02 0.02
 15.05.13 17:00 0.20 0.27 0.02
 -------- 18:00 0.33 0.12 0.07
 -------- 19:00 0.31 0.22 0.07
 -------- 20:00 0.21 0.20 0.03
 -------- 21:00 0.10 0.11 0.03
 15.05.13 22:00 0.15 0.27 0.08
 -------- 23:00 0.13 0.23 0.05
 -------- 00:00 0.12 0.25 0.05
 -------- 01:00 0.09 0.28 0.05
 -------- 02:00 0.09 0.28 0.05
 16.05.13 03:00 0.08 0.29 0.05
 -------- 04:00 0.04 0.17 0.03
 -------- 05:00 0.04 0.17 0.04
 -------- 06:00 0.04 0.17 0.03
 -------- 07:00 0.06 0.18 0.04
 16.05.13 08:00 0.08 0.20 0.05
 -------- 09:00 0.08 0.22 0.05
 -------- 10:00 0.11 0.23 0.06
 -------- 11:00 0.13 0.23 0.05
 -------- 12:00 0.15 0.12 0.03
 16.05.13 13:00 0.11 0.02 0.02
 -------- 14:00 0.11 0.01 0.02
 -------- 15:00 0.11 0.02 0.02
 -------- 16:00 0.13 0.01 0.02
 -------- 17:00 0.15 0.01 0.02
 16.05.13 18:00 0.13 0.01 0.02
 -------- 19:00 0.30 0.01 0.02
 -------- 20:00 0.34 0.02 0.02
 -------- 21:00 0.33 0.01 0.02
 -------- 22:00 0.27 0.02 0.02
 16.05.13 23:00 0.11 0.11 0.04
 -------- 00:00 0.06 0.15 0.02
 -------- 01:00 0.02 0.12 0.03
 -------- 02:00 0.02 0.18 0.04
 -------- 03:00 ---- 0.21 0.05
 17.05.13 04:00 0.06 0.24 0.04
 -------- 05:00 0.04 0.20 0.04
 -------- 06:00 0.04 0.22 0.04
 -------- 07:00 0.06 0.21 0.04
 -------- 08:00 0.08 0.18 0.05
 17.05.13 09:00 0.07 0.17 0.04
 -------- 10:00 0.10 0.19 0.06
