 Date Time CO NO2 NO
 27.12.12 07:00 0.06 ---- ----
 -------- 08:00 0.05 ---- ----
 -------- 09:00 0.05 ---- ----
 -------- 10:00 0.08 0.12 ----
 -------- 11:00 0.07 0.18 ----
 27.12.12 12:00 0.07 0.07 0.04
 -------- 13:00 0.08 0.08 0.04
 -------- 14:00 0.09 0.09 0.04
 -------- 15:00 0.11 0.10 0.05
 -------- 16:00 0.13 0.14 0.06
 27.12.12 17:00 0.14 0.15 0.07
 -------- 18:00 0.15 0.14 0.08
 -------- 19:00 0.15 0.15 0.07
 -------- 20:00 0.17 0.16 0.09
 -------- 21:00 0.15 0.14 0.08
 27.12.12 22:00 0.11 0.12 0.05
 -------- 23:00 0.08 0.09 0.04
 -------- 00:00 0.07 0.10 0.04
 -------- 01:00 0.05 0.10 0.03
 -------- 02:00 0.04 0.06 0.03
 28.12.12 03:00 0.03 0.05 0.02
 -------- 04:00 0.02 0.05 0.03
 -------- 05:00 0.02 0.05 0.03
 -------- 06:00 0.03 0.06 0.03
 -------- 07:00 0.04 0.07 0.03
 28.12.12 08:00 0.05 0.06 0.03
 -------- 09:00 0.07 0.06 0.03
 -------- 10:00 0.07 0.06 0.04
 -------- 11:00 0.09 0.06 0.04
