 Date Time CO NO2 NO
 06.12.12 12:00 0.07 0.34 0.10
 -------- 13:00 0.08 0.33 0.11
 -------- 14:00 0.07 0.30 0.09
 -------- 15:00 0.13 0.32 0.10
 -------- 16:00 0.07 0.30 0.09
 06.12.12 17:00 0.11 0.38 0.16
 -------- 18:00 0.08 0.28 0.11
 -------- 19:00 0.10 0.28 0.10
 -------- 20:00 0.07 0.24 0.09
 -------- 21:00 0.07 0.29 0.09
 06.12.12 22:00 0.09 0.33 0.11
 -------- 23:00 0.08 0.32 0.11
 -------- 00:00 0.06 0.29 0.08
 -------- 01:00 0.06 0.25 0.07
 -------- 02:00 0.05 0.21 0.07
 07.12.12 03:00 0.04 0.17 0.06
 -------- 04:00 0.04 0.15 0.06
 -------- 05:00 0.04 0.15 0.06
 -------- 06:00 0.05 0.25 0.09
 -------- 07:00 0.06 0.26 0.09
 07.12.12 08:00 0.07 0.22 0.10
 -------- 09:00 0.07 0.24 0.09
 -------- 10:00 0.07 0.25 0.10
 -------- 11:00 0.06 0.19 0.08
 -------- 12:00 0.07 0.09 0.07
 07.12.12 13:00 0.06 0.17 0.05
 -------- 14:00 0.07 0.21 0.08
 -------- 15:00 0.08 0.22 0.07
 -------- 16:00 0.10 0.25 0.12
 -------- 17:00 0.12 0.28 0.11
 07.12.12 18:00 0.11 0.30 0.12
 -------- 19:00 0.09 0.28 0.08
 -------- 20:00 0.09 0.25 0.08
 -------- 21:00 0.09 0.26 0.10
 -------- 22:00 0.10 0.24 0.11
 07.12.12 23:00 0.09 0.22 0.07
 -------- 00:00 0.09 0.22 0.09
 -------- 01:00 0.08 0.22 0.09
 -------- 02:00 0.06 0.22 0.08
 -------- 03:00 0.06 0.23 0.05
 08.12.12 04:00 0.06 0.24 0.05
 -------- 05:00 0.06 0.25 0.10
 -------- 06:00 0.07 0.22 0.09
 -------- 07:00 0.08 0.26 0.11
 -------- 08:00 0.10 0.24 0.13
 08.12.12 09:00 0.09 0.26 0.15
 -------- 10:00 0.13 0.28 0.22
 -------- 11:00 0.15 0.28 0.23
