 Date Time CO NO2 NO
 16.03.13 00:00 0.06 0.07 0.02
 -------- 01:00 0.05 0.05 0.02
 -------- 02:00 0.04 0.03 0.02
 -------- 03:00 0.04 0.03 0.02
 -------- 04:00 0.04 0.04 0.02
 16.03.13 05:00 0.05 0.07 0.02
 -------- 06:00 0.06 0.10 0.02
 -------- 07:00 0.07 0.11 0.02
 -------- 08:00 0.06 0.09 0.02
 -------- 09:00 0.06 0.07 0.02
 16.03.13 10:00 0.06 0.07 0.03
 -------- 11:00 0.06 0.07 0.03
 -------- 12:00 0.08 0.07 0.04
 -------- 13:00 0.07 0.06 0.03
 -------- 14:00 0.05 0.04 0.02
 16.03.13 15:00 0.06 0.03 0.02
 -------- 16:00 0.07 0.04 0.02
 -------- 17:00 0.06 0.04 0.02
 -------- 18:00 0.05 0.05 0.02
 -------- 19:00 0.05 0.06 0.01
 16.03.13 20:00 0.05 0.04 0.02
 -------- 21:00 0.05 0.03 0.02
 -------- 22:00 0.05 0.04 0.02
 -------- 23:00 0.05 0.05 0.02
 -------- 00:00 0.07 0.07 0.03
 17.03.13 01:00 0.05 0.05 0.02
 -------- 02:00 0.05 0.05 0.02
 -------- 03:00 0.04 0.04 0.01
 -------- 04:00 0.04 0.04 0.02
 -------- 05:00 0.04 0.07 0.01
 17.03.13 06:00 0.04 0.07 0.02
 -------- 07:00 0.04 0.06 0.01
 -------- 08:00 0.05 0.07 0.01
 -------- 09:00 0.04 0.07 0.02
 -------- 10:00 0.05 0.08 0.02
 17.03.13 11:00 0.05 0.07 0.02
 -------- 12:00 0.04 0.05 0.02
 -------- 13:00 0.05 0.06 0.02
 -------- 14:00 0.05 0.06 0.03
 -------- 15:00 0.09 0.07 0.02
 17.03.13 16:00 0.07 0.06 0.02
 -------- 17:00 0.05 0.07 0.02
 -------- 18:00 0.05 0.09 0.02
 -------- 19:00 0.07 0.12 0.02
 -------- 20:00 0.06 0.12 0.01
 17.03.13 21:00 0.06 0.11 0.02
 -------- 22:00 0.06 0.11 0.02
 -------- 23:00 0.06 0.12 0.02
