 Date Time CO NO2 NO
 06.11.12 12:00 0.07 0.26 0.08
 -------- 13:00 0.09 0.27 0.07
 -------- 14:00 0.08 0.28 0.08
 -------- 15:00 0.08 0.27 0.07
 -------- 16:00 0.07 0.24 0.06
 06.11.12 17:00 0.09 0.25 0.07
 -------- 18:00 0.11 0.33 0.08
 -------- 19:00 0.09 0.33 0.06
 -------- 20:00 0.08 0.25 0.06
 -------- 21:00 0.07 0.21 0.06
 06.11.12 22:00 0.06 0.20 0.05
 -------- 23:00 0.04 0.18 0.05
 -------- 00:00 0.04 0.17 0.05
 -------- 01:00 0.04 0.13 0.05
 -------- 02:00 0.04 0.12 0.05
 07.11.12 03:00 0.04 0.12 0.05
 -------- 04:00 0.04 0.12 0.05
 -------- 05:00 0.04 0.11 0.05
 -------- 06:00 0.04 0.16 0.06
 -------- 07:00 0.06 0.22 0.07
 07.11.12 08:00 ---- 0.22 0.07
 -------- 09:00 ---- 0.21 0.07
 -------- 10:00 ---- 0.20 0.07
 -------- 11:00 ---- 0.19 0.08
 -------- 12:00 ---- 0.19 0.08
 07.11.12 13:00 ---- 0.20 0.08
 -------- 14:00 ---- 0.20 0.07
 -------- 15:00 ---- 0.20 0.07
 -------- 16:00 ---- 0.20 0.07
 -------- 17:00 ---- 0.23 0.07
 07.11.12 18:00 ---- 0.29 0.08
 -------- 19:00 ---- 0.31 0.08
 -------- 20:00 ---- 0.25 0.06
 -------- 21:00 ---- 0.21 0.06
 -------- 22:00 ---- 0.21 0.06
 07.11.12 23:00 ---- 0.19 0.05
 -------- 00:00 ---- 0.15 0.05
 -------- 01:00 ---- 0.13 0.05
 -------- 02:00 ---- 0.12 0.05
 -------- 03:00 ---- 0.12 0.05
 08.11.12 04:00 ---- 0.12 0.05
 -------- 05:00 ---- 0.17 0.05
 -------- 06:00 ---- 0.16 0.06
 -------- 07:00 0.06 0.21 0.07
 -------- 08:00 0.08 0.24 0.07
 08.11.12 09:00 0.07 0.25 0.07
 -------- 10:00 0.07 0.27 0.07
 -------- 11:00 0.06 0.27 0.08
