 Date Time CO NO2 NO
 25.12.12 00:00 0.16 ---- ----
 -------- 01:00 0.18 ---- ----
 -------- 02:00 0.17 ---- ----
 -------- 03:00 0.16 ---- ----
 -------- 04:00 0.16 ---- ----
 25.12.12 05:00 0.16 ---- ----
 -------- 06:00 0.16 ---- ----
 -------- 07:00 0.17 ---- ----
 -------- 08:00 0.19 ---- ----
 -------- 09:00 0.18 ---- ----
 25.12.12 10:00 0.17 ---- ----
 -------- 11:00 0.17 ---- ----
 -------- 12:00 0.16 ---- ----
 -------- 13:00 0.15 ---- ----
 -------- 14:00 0.16 ---- ----
 25.12.12 15:00 0.17 ---- ----
 -------- 16:00 0.16 ---- ----
 -------- 17:00 0.17 ---- ----
 -------- 18:00 0.19 ---- ----
 -------- 19:00 0.22 ---- ----
 25.12.12 20:00 0.21 ---- ----
 -------- 21:00 0.23 ---- ----
 -------- 22:00 0.23 ---- ----
 -------- 23:00 0.25 ---- ----
 -------- 00:00 0.29 ---- ----
 26.12.12 01:00 0.24 ---- ----
 -------- 02:00 0.25 ---- ----
 -------- 03:00 0.27 ---- ----
 -------- 04:00 0.27 ---- ----
 -------- 05:00 0.27 ---- ----
 26.12.12 06:00 0.27 ---- ----
 -------- 07:00 0.28 ---- ----
