 Date Time CO NO2 NO
 11.01.13 12:00 0.12 0.10 0.10
 -------- 13:00 0.10 0.10 0.10
 -------- 14:00 0.10 0.11 0.10
 -------- 15:00 0.11 0.11 0.11
 -------- 16:00 0.10 0.14 0.11
 11.01.13 17:00 0.11 0.14 0.11
 -------- 18:00 0.13 0.16 0.12
 -------- 19:00 0.13 0.15 0.12
 -------- 20:00 0.12 0.12 0.09
 -------- 21:00 0.11 0.12 0.09
 11.01.13 22:00 0.09 0.11 0.09
 -------- 23:00 0.10 0.11 0.08
 -------- 00:00 0.11 0.12 0.10
 -------- 01:00 0.09 0.11 0.09
 -------- 02:00 0.08 0.12 0.08
 12.01.13 03:00 0.07 0.08 0.06
 -------- 04:00 0.06 0.09 0.06
 -------- 05:00 0.07 0.10 0.08
 -------- 06:00 0.08 0.11 0.07
 -------- 07:00 0.08 0.13 0.08
 12.01.13 08:00 0.09 0.13 0.10
 -------- 09:00 0.10 0.13 0.13
 -------- 10:00 0.10 0.14 0.11
 -------- 11:00 0.11 0.12 0.12
 -------- 12:00 0.15 0.15 0.16
 12.01.13 13:00 0.16 0.18 0.18
 -------- 14:00 0.19 0.19 0.19
 -------- 15:00 0.19 0.21 0.20
 -------- 16:00 0.17 0.17 0.19
 -------- 17:00 0.20 0.21 0.20
 12.01.13 18:00 0.21 0.21 0.21
 -------- 19:00 0.23 0.22 0.23
 -------- 20:00 0.23 0.23 0.26
 -------- 21:00 0.26 0.25 0.29
 -------- 22:00 0.31 0.32 0.38
 12.01.13 23:00 0.31 0.26 0.33
 -------- 00:00 0.27 0.25 0.29
 -------- 01:00 0.27 0.26 0.31
 -------- 02:00 0.20 0.19 0.22
 -------- 03:00 0.16 0.17 0.16
 13.01.13 04:00 0.15 0.13 0.12
 -------- 05:00 0.11 0.11 0.11
 -------- 06:00 0.09 0.09 0.06
 -------- 07:00 0.07 0.07 0.05
 -------- 08:00 0.06 0.08 0.05
 13.01.13 09:00 0.06 0.09 0.05
 -------- 10:00 0.06 0.08 0.06
 -------- 11:00 0.07 0.08 0.06
