 Date Time CO NO2 NO
 12.12.12 00:00 0.04 0.31 0.02
 -------- 01:00 0.04 0.31 0.01
 -------- 02:00 0.05 0.28 0.00
 -------- 03:00 0.04 0.22 ----
 -------- 04:00 0.04 0.22 0.01
 12.12.12 05:00 0.04 0.24 0.00
 -------- 06:00 0.05 0.24 0.01
 -------- 07:00 0.07 0.28 0.03
 -------- 08:00 0.08 0.35 0.06
 -------- 09:00 0.09 0.37 0.09
 12.12.12 10:00 0.08 0.35 0.08
 -------- 11:00 0.08 0.36 0.12
 -------- 12:00 0.07 0.31 0.09
 -------- 13:00 0.06 0.23 0.06
 -------- 14:00 0.07 0.30 0.09
 12.12.12 15:00 0.09 0.31 0.09
 -------- 16:00 0.09 0.38 0.12
 -------- 17:00 0.13 0.41 0.13
 -------- 18:00 0.13 0.36 0.10
 -------- 19:00 0.09 0.31 0.05
 12.12.12 20:00 0.10 0.29 0.04
 -------- 21:00 0.07 0.24 0.03
 -------- 22:00 0.07 0.22 0.02
 -------- 23:00 0.05 0.21 0.01
 -------- 00:00 0.04 0.18 ----
 13.12.12 01:00 0.04 0.15 0.03
 -------- 02:00 0.04 0.20 0.01
 -------- 03:00 0.04 0.14 0.02
 -------- 04:00 0.03 0.12 ----
 -------- 05:00 0.02 0.13 0.00
 13.12.12 06:00 0.04 0.15 0.01
 -------- 07:00 0.04 0.15 0.01
 -------- 08:00 0.06 0.21 0.03
 -------- 09:00 0.06 0.21 0.01
 -------- 10:00 0.07 0.23 0.02
 13.12.12 11:00 0.06 0.20 0.02
 -------- 12:00 0.06 0.17 0.02
 -------- 13:00 0.06 0.16 0.01
 -------- 14:00 0.06 0.21 0.01
 -------- 15:00 0.07 0.24 0.01
 13.12.12 16:00 0.07 0.25 0.01
 -------- 17:00 0.08 0.28 0.02
 -------- 18:00 0.07 0.23 0.01
 -------- 19:00 0.07 0.25 0.00
 -------- 20:00 0.07 0.25 0.01
 13.12.12 21:00 0.06 0.23 ----
 -------- 22:00 0.05 0.19 ----
 -------- 23:00 0.04 0.21 ----
