 Date Time CO NO2 NO
 07.10.12 00:00 0.04 ---- 0.02
 -------- 01:00 0.04 0.02 0.02
 -------- 02:00 0.04 0.02 0.02
 -------- 03:00 0.04 0.02 0.02
 -------- 04:00 0.04 0.01 0.02
 07.10.12 05:00 0.04 0.02 0.02
 -------- 06:00 0.04 0.02 0.02
 -------- 07:00 0.04 ---- 0.02
 -------- 08:00 0.04 ---- 0.02
 -------- 09:00 0.05 ---- 0.02
 07.10.12 10:00 0.05 0.01 0.02
 -------- 11:00 0.05 ---- 0.03
 -------- 12:00 0.04 ---- 0.02
 -------- 13:00 0.04 ---- 0.02
 -------- 14:00 0.04 ---- 0.02
 07.10.12 15:00 0.04 ---- 0.02
 -------- 16:00 0.04 ---- 0.02
 -------- 17:00 0.05 0.02 0.02
 -------- 18:00 0.05 0.01 0.02
 -------- 19:00 0.07 0.04 0.03
 07.10.12 20:00 0.08 0.11 0.03
 -------- 21:00 0.10 0.19 0.03
 -------- 22:00 0.07 0.10 0.03
 -------- 23:00 0.07 0.08 0.02
 -------- 00:00 0.13 0.17 0.07
 08.10.12 01:00 0.14 0.19 0.15
 -------- 02:00 0.18 0.17 0.17
 -------- 03:00 0.09 0.14 0.11
 -------- 04:00 0.08 0.13 0.10
 -------- 05:00 0.05 0.11 0.04
 08.10.12 06:00 0.05 0.13 0.03
 -------- 07:00 0.06 0.14 0.03
 -------- 08:00 0.06 0.11 0.04
 -------- 09:00 0.09 0.13 0.06
 -------- 10:00 0.15 0.18 0.13
 08.10.12 11:00 0.10 0.19 0.09
 -------- 12:00 0.14 0.21 0.13
 -------- 13:00 0.11 0.19 0.08
 -------- 14:00 0.09 0.16 0.09
 -------- 15:00 0.14 0.20 0.11
 08.10.12 16:00 0.11 0.17 0.10
 -------- 17:00 0.11 0.13 0.09
 -------- 18:00 0.12 0.14 0.09
 -------- 19:00 0.09 0.09 0.06
 -------- 20:00 0.11 0.10 0.07
 08.10.12 21:00 0.09 0.09 0.06
