 Date Time CO NO2 NO
 02.11.12 12:00 0.06 0.23 0.07
 -------- 13:00 0.08 0.25 0.07
 -------- 14:00 0.08 0.26 0.07
 -------- 15:00 0.08 0.28 0.07
 -------- 16:00 0.07 0.25 0.06
 02.11.12 17:00 0.07 0.25 0.06
 -------- 18:00 0.06 0.26 0.06
 -------- 19:00 0.06 0.28 0.07
 -------- 20:00 0.07 0.31 0.07
 -------- 21:00 0.07 0.28 0.07
 02.11.12 22:00 0.06 0.25 0.06
 -------- 23:00 0.07 0.27 0.06
 -------- 00:00 0.06 0.22 0.05
 -------- 01:00 0.06 0.17 0.05
 -------- 02:00 0.05 0.21 0.05
 03.11.12 03:00 0.04 0.19 0.05
 -------- 04:00 0.04 0.14 0.05
 -------- 05:00 0.04 0.14 0.05
 -------- 06:00 0.06 0.15 0.05
 -------- 07:00 0.06 0.15 0.05
 03.11.12 08:00 0.06 0.18 0.06
 -------- 09:00 0.06 0.20 0.06
 -------- 10:00 0.06 0.21 0.06
 -------- 11:00 0.06 0.21 0.07
 -------- 12:00 0.06 0.19 0.07
 03.11.12 13:00 0.06 0.22 0.08
 -------- 14:00 0.07 0.25 0.09
 -------- 15:00 0.07 0.23 0.07
 -------- 16:00 0.07 0.25 0.08
 -------- 17:00 0.08 0.24 0.07
 03.11.12 18:00 0.07 0.25 0.07
 -------- 19:00 0.07 0.21 0.06
 -------- 20:00 0.06 0.19 0.06
 -------- 21:00 0.06 0.17 0.06
 -------- 22:00 0.06 0.18 0.06
 03.11.12 23:00 0.06 0.18 0.06
 -------- 00:00 0.06 0.19 0.06
 -------- 01:00 0.06 0.19 0.06
 -------- 02:00 0.06 0.16 0.06
 -------- 03:00 0.05 0.15 0.05
 04.11.12 04:00 0.04 0.14 0.05
 -------- 05:00 0.06 0.17 0.05
 -------- 06:00 0.06 0.15 0.05
 -------- 07:00 0.06 0.16 0.05
 -------- 08:00 0.07 0.18 0.05
 04.11.12 09:00 0.07 0.19 0.05
 -------- 10:00 0.08 0.21 0.06
 -------- 11:00 0.08 0.21 0.06
