 Date Time CO NO2 NO
 05.12.12 12:00 0.09 0.35 0.12
 -------- 13:00 0.07 0.31 0.11
 -------- 14:00 0.07 0.32 0.11
 -------- 15:00 0.07 0.35 0.11
 -------- 16:00 0.08 0.37 0.10
 05.12.12 17:00 0.09 0.39 0.10
 -------- 18:00 0.11 0.49 0.13
 -------- 19:00 0.12 0.48 0.11
 -------- 20:00 0.08 0.42 0.09
 -------- 21:00 0.07 0.39 0.09
 05.12.12 22:00 0.07 0.38 0.08
 -------- 23:00 0.05 0.32 0.07
 -------- 00:00 0.07 0.38 0.08
 -------- 01:00 0.09 0.50 0.20
 -------- 02:00 0.07 0.42 0.10
 06.12.12 03:00 0.04 0.36 0.06
 -------- 04:00 0.04 0.41 0.07
 -------- 05:00 0.04 0.37 0.07
 -------- 06:00 0.05 0.32 0.06
 -------- 07:00 0.06 0.33 0.07
 06.12.12 08:00 0.07 0.32 0.09
 -------- 09:00 0.07 0.30 0.08
 -------- 10:00 0.08 0.34 0.09
 -------- 11:00 0.07 0.32 0.09
 -------- 12:00 0.07 0.35 0.10
 06.12.12 13:00 0.08 0.33 0.11
 -------- 14:00 0.07 0.30 0.09
 -------- 15:00 0.13 0.32 0.10
 -------- 16:00 0.07 0.30 0.09
 -------- 17:00 0.11 0.38 0.16
 06.12.12 18:00 0.08 0.28 0.11
 -------- 19:00 0.10 0.28 0.10
 -------- 20:00 0.07 0.24 0.09
 -------- 21:00 0.07 0.29 0.09
 -------- 22:00 0.09 0.33 0.11
 06.12.12 23:00 0.08 0.32 0.11
 -------- 00:00 0.06 0.29 0.08
 -------- 01:00 0.06 0.25 0.07
 -------- 02:00 0.05 0.21 0.07
 -------- 03:00 0.04 0.17 0.06
 07.12.12 04:00 0.04 0.15 0.06
 -------- 05:00 0.04 0.15 0.06
 -------- 06:00 0.05 0.25 0.09
 -------- 07:00 0.06 0.26 0.09
 -------- 08:00 0.07 0.22 0.10
 07.12.12 09:00 0.07 0.24 0.09
 -------- 10:00 0.07 0.25 0.10
 -------- 11:00 0.06 0.19 0.08
