 Date Time CO NO2 NO
 17.12.12 12:00 0.15 0.66 0.35
 -------- 13:00 0.18 0.66 0.33
 -------- 14:00 0.17 0.74 0.36
 -------- 15:00 0.17 0.69 0.33
 -------- 16:00 0.20 0.63 0.26
 17.12.12 17:00 0.13 0.60 0.22
 -------- 18:00 0.15 0.62 0.31
 -------- 19:00 0.13 0.61 0.31
 -------- 20:00 0.13 0.54 0.30
 -------- 21:00 0.09 0.42 0.08
 17.12.12 22:00 0.09 0.37 0.08
 -------- 23:00 0.08 0.32 0.03
 -------- 00:00 0.07 0.32 0.04
 -------- 01:00 0.06 0.29 0.02
 -------- 02:00 0.06 0.29 0.03
 18.12.12 03:00 0.06 0.26 0.02
 -------- 04:00 0.06 0.26 0.01
 -------- 05:00 0.05 0.28 0.02
 -------- 06:00 0.06 0.31 0.03
 -------- 07:00 0.06 0.39 0.08
 18.12.12 08:00 ---- 0.40 0.11
 -------- 09:00 ---- 0.42 0.17
 -------- 10:00 0.08 0.41 0.20
 -------- 11:00 0.11 0.29 0.26
 -------- 12:00 0.10 0.31 0.23
 18.12.12 13:00 0.12 0.34 0.25
 -------- 14:00 0.10 0.36 0.22
 -------- 15:00 0.11 0.37 0.19
 -------- 16:00 0.12 0.38 0.15
 -------- 17:00 0.14 0.41 0.15
 18.12.12 18:00 0.12 0.38 0.08
 -------- 19:00 0.09 0.36 0.06
 -------- 20:00 0.09 0.35 0.04
 -------- 21:00 0.08 0.33 0.05
 -------- 22:00 0.07 0.33 0.05
 18.12.12 23:00 0.06 0.30 0.03
 -------- 00:00 0.06 0.31 0.02
 -------- 01:00 0.04 0.31 0.01
 -------- 02:00 0.04 0.29 0.01
 -------- 03:00 0.04 0.24 0.01
 19.12.12 04:00 0.05 0.25 ----
 -------- 05:00 0.06 0.29 ----
 -------- 06:00 0.07 0.34 0.01
 -------- 07:00 0.09 0.37 0.05
 -------- 08:00 0.10 0.40 0.10
 19.12.12 09:00 0.12 0.41 0.12
 -------- 10:00 0.11 0.42 0.13
 -------- 11:00 0.12 0.41 0.15
