 Date Time CO NO2 NO
 28.03.13 00:00 0.10 0.34 0.04
 -------- 01:00 0.07 0.28 0.03
 -------- 02:00 0.06 0.20 0.02
 -------- 03:00 0.06 0.22 0.03
 -------- 04:00 0.05 0.28 0.03
 28.03.13 05:00 0.04 0.24 0.04
 -------- 06:00 0.06 0.24 0.06
 -------- 07:00 0.09 0.35 0.10
 -------- 08:00 0.11 0.33 0.08
 -------- 09:00 0.13 0.24 0.07
 28.03.13 10:00 0.12 0.24 0.08
 -------- 11:00 0.10 0.20 0.09
 -------- 12:00 0.08 0.17 0.07
 -------- 13:00 0.08 0.11 0.05
 -------- 14:00 0.08 0.09 0.04
 28.03.13 15:00 0.06 0.05 0.04
 -------- 16:00 0.06 0.06 0.03
 -------- 17:00 0.07 0.08 0.03
 -------- 18:00 0.07 0.07 0.03
 -------- 19:00 0.08 0.10 0.03
 28.03.13 20:00 0.07 0.13 0.02
 -------- 21:00 0.09 0.22 0.03
 -------- 22:00 0.11 0.30 0.04
 -------- 23:00 0.09 0.32 0.05
 -------- 00:00 0.07 0.22 0.03
 29.03.13 01:00 0.06 0.13 0.02
 -------- 02:00 0.08 0.20 0.03
 -------- 03:00 0.06 0.17 0.01
 -------- 04:00 0.05 0.15 0.02
 -------- 05:00 0.04 0.19 0.02
 29.03.13 06:00 0.06 0.21 0.02
 -------- 07:00 0.09 0.32 0.06
 -------- 08:00 0.10 0.27 0.06
 -------- 09:00 0.14 0.32 0.10
 -------- 10:00 0.14 0.33 0.12
 29.03.13 11:00 0.09 0.20 0.07
 -------- 12:00 0.07 0.09 0.04
 -------- 13:00 0.06 0.06 0.03
 -------- 14:00 0.06 0.04 0.03
 -------- 15:00 0.06 0.04 0.02
 29.03.13 16:00 0.06 0.06 0.02
 -------- 17:00 0.07 0.07 0.02
 -------- 18:00 0.07 0.09 0.02
 -------- 19:00 0.07 0.13 0.03
 -------- 20:00 0.12 0.27 0.05
 29.03.13 21:00 0.32 0.50 0.24
 -------- 22:00 0.48 0.61 0.35
 -------- 23:00 0.39 0.56 0.33
