 Date Time CO NO2 NO
 02.12.12 00:00 0.11 0.16 0.16
 -------- 01:00 0.12 0.18 0.18
 -------- 02:00 0.11 0.18 0.15
 -------- 03:00 0.11 0.19 0.16
 -------- 04:00 0.09 0.18 0.10
 02.12.12 05:00 0.08 0.17 0.10
 -------- 06:00 0.08 0.18 0.10
 -------- 07:00 0.07 0.18 0.12
 -------- 08:00 0.07 0.18 0.11
 -------- 09:00 0.08 0.19 0.12
 02.12.12 10:00 0.09 0.22 0.14
 -------- 11:00 0.10 0.24 0.15
 -------- 12:00 0.09 0.25 0.17
 -------- 13:00 0.10 0.29 0.16
 -------- 14:00 0.10 0.29 0.14
 02.12.12 15:00 0.14 0.26 0.12
 -------- 16:00 0.08 0.25 0.10
 -------- 17:00 0.11 0.28 0.10
 -------- 18:00 0.07 0.27 0.08
 -------- 19:00 0.09 0.32 0.11
 02.12.12 20:00 0.09 0.30 0.12
 -------- 21:00 0.07 0.26 0.08
 -------- 22:00 0.08 0.25 0.08
 -------- 23:00 0.07 0.27 0.09
 -------- 00:00 0.06 0.31 0.09
 03.12.12 01:00 0.06 0.27 0.07
 -------- 02:00 0.06 0.27 0.07
 -------- 03:00 0.04 0.25 0.06
 -------- 04:00 0.06 0.33 0.07
 -------- 05:00 0.10 0.39 0.12
 03.12.12 06:00 0.07 0.42 0.14
 -------- 07:00 0.07 0.42 0.12
 -------- 08:00 0.09 0.42 0.16
 -------- 09:00 0.11 0.44 0.24
 -------- 10:00 0.08 0.39 0.15
 03.12.12 11:00 0.09 0.45 0.21
 -------- 12:00 0.10 0.44 0.25
 -------- 13:00 0.09 0.40 0.20
 -------- 14:00 0.09 0.35 0.15
 -------- 15:00 0.07 0.35 0.12
 03.12.12 16:00 0.10 0.43 0.20
 -------- 17:00 0.11 0.44 0.22
 -------- 18:00 0.10 0.42 0.18
 -------- 19:00 0.07 0.40 0.15
 -------- 20:00 0.07 0.35 0.09
 03.12.12 21:00 0.06 0.31 0.08
 -------- 22:00 0.05 0.26 0.06
 -------- 23:00 0.05 0.28 0.06
