 Date Time CO NO2 NO
 24.11.12 00:00 0.06 0.27 0.06
 -------- 01:00 0.04 0.23 0.05
 -------- 02:00 0.04 0.22 0.06
 -------- 03:00 0.04 0.23 0.05
 -------- 04:00 0.06 0.23 0.06
 24.11.12 05:00 0.04 0.24 0.06
 -------- 06:00 0.05 0.23 0.06
 -------- 07:00 0.04 0.23 0.07
 -------- 08:00 ---- 0.25 0.08
 -------- 09:00 ---- 0.27 0.10
 24.11.12 10:00 ---- 0.28 0.10
 -------- 11:00 ---- 0.28 0.11
 -------- 12:00 ---- 0.30 0.13
 -------- 13:00 ---- 0.29 0.11
 -------- 14:00 ---- 0.30 0.11
 24.11.12 15:00 ---- 0.33 0.14
 -------- 16:00 ---- 0.33 0.12
 -------- 17:00 ---- 0.34 0.11
 -------- 18:00 ---- 0.31 0.08
 -------- 19:00 ---- 0.29 0.08
 24.11.12 20:00 ---- 0.32 0.11
 -------- 21:00 ---- 0.32 0.11
 -------- 22:00 ---- 0.37 0.19
 -------- 23:00 ---- 0.37 0.17
 -------- 00:00 ---- 0.36 0.14
 25.11.12 01:00 ---- 0.35 0.10
 -------- 02:00 ---- 0.33 0.07
 -------- 03:00 ---- 0.30 0.06
 -------- 04:00 ---- 0.29 0.06
 -------- 05:00 ---- 0.26 0.05
 25.11.12 06:00 ---- 0.25 0.05
 -------- 07:00 0.06 0.29 0.05
 -------- 08:00 0.06 0.29 0.06
 -------- 09:00 0.07 0.31 0.07
 -------- 10:00 0.07 0.32 0.09
 25.11.12 11:00 0.07 0.30 0.09
 -------- 12:00 0.06 0.29 0.09
 -------- 13:00 0.06 0.31 0.11
 -------- 14:00 0.07 0.32 0.10
 -------- 15:00 0.08 0.32 0.11
 25.11.12 16:00 0.07 0.32 0.09
 -------- 17:00 0.07 0.34 0.07
 -------- 18:00 0.07 0.38 0.10
 -------- 19:00 0.06 0.38 0.10
 -------- 20:00 0.06 0.34 0.07
 25.11.12 21:00 0.06 0.32 0.06
 -------- 22:00 0.06 0.32 0.06
 -------- 23:00 0.08 0.31 0.06
