 Date Time CO NO2 NO
 13.01.13 00:00 0.27 0.26 0.28
 -------- 01:00 0.27 0.26 0.31
 -------- 02:00 0.20 0.19 0.22
 -------- 03:00 0.16 0.17 0.16
 -------- 04:00 0.15 0.13 0.12
 13.01.13 05:00 0.11 0.11 0.11
 -------- 06:00 0.09 0.09 0.06
 -------- 07:00 0.07 0.07 0.05
 -------- 08:00 0.06 0.08 0.05
 -------- 09:00 0.06 0.09 0.05
 13.01.13 10:00 0.06 0.08 0.06
 -------- 11:00 0.07 0.08 0.06
 -------- 12:00 0.07 0.07 0.07
 -------- 13:00 0.07 0.07 0.06
 -------- 14:00 0.07 0.08 0.06
 13.01.13 15:00 0.08 0.06 0.06
 -------- 16:00 0.08 0.07 0.06
 -------- 17:00 0.08 0.09 0.06
 -------- 18:00 0.08 0.09 0.05
 -------- 19:00 0.09 0.10 0.06
 13.01.13 20:00 0.08 0.08 0.05
 -------- 21:00 0.08 0.07 0.06
 -------- 22:00 0.08 0.07 0.05
 -------- 23:00 0.08 0.07 0.05
 -------- 00:00 0.07 0.06 0.05
 14.01.13 01:00 0.06 0.05 0.05
 -------- 02:00 0.06 0.05 0.05
 -------- 03:00 0.06 0.04 0.06
 -------- 04:00 0.05 0.04 0.04
 -------- 05:00 0.09 0.04 0.04
 14.01.13 06:00 0.06 0.06 0.05
 -------- 07:00 0.09 0.12 0.07
 -------- 08:00 0.09 0.09 0.06
 -------- 09:00 0.09 0.09 0.06
 -------- 10:00 0.09 0.10 0.06
 14.01.13 11:00 0.10 0.13 0.09
 -------- 12:00 0.08 0.09 0.07
 -------- 13:00 0.08 0.08 0.07
 -------- 14:00 0.10 0.07 0.06
 -------- 15:00 0.07 0.08 0.06
 14.01.13 16:00 0.08 0.09 0.07
 -------- 17:00 0.06 0.07 0.06
 -------- 18:00 0.06 0.06 0.06
 -------- 19:00 0.07 0.07 0.06
 -------- 20:00 0.05 0.03 0.05
 14.01.13 21:00 0.05 0.04 0.05
 -------- 22:00 0.04 0.04 0.04
 -------- 23:00 0.04 0.03 0.04
