 Date Time CO NO2 NO
 21.10.12 12:00 0.05 0.06 0.03
 -------- 13:00 0.06 0.07 0.03
 -------- 14:00 0.05 0.06 0.03
 -------- 15:00 0.06 0.07 0.03
 -------- 16:00 0.06 0.09 0.03
 21.10.12 17:00 0.08 0.13 0.03
 -------- 18:00 0.07 0.12 0.02
 -------- 19:00 0.06 0.08 0.02
 -------- 20:00 0.08 0.12 0.03
 -------- 21:00 0.06 0.08 0.03
 21.10.12 22:00 0.05 0.06 0.03
 -------- 23:00 0.05 0.07 0.03
 -------- 00:00 0.04 0.05 0.03
 -------- 01:00 0.04 0.07 0.03
 -------- 02:00 0.04 0.06 0.02
 22.10.12 03:00 0.04 0.05 0.02
 -------- 04:00 0.05 0.05 0.02
 -------- 05:00 0.04 0.05 0.03
 -------- 06:00 0.07 0.09 0.06
 -------- 07:00 0.09 0.15 0.06
 22.10.12 08:00 0.13 0.18 0.09
 -------- 09:00 0.17 0.18 0.10
 -------- 10:00 0.11 0.17 0.08
 -------- 11:00 0.13 0.15 0.11
 -------- 12:00 0.10 0.17 0.08
 22.10.12 13:00 0.09 0.13 0.09
 -------- 14:00 0.06 0.10 0.08
 -------- 15:00 0.09 0.18 0.09
 -------- 16:00 0.07 0.15 0.06
 -------- 17:00 0.10 0.20 0.07
 22.10.12 18:00 0.07 0.14 0.06
 -------- 19:00 0.07 0.15 0.06
 -------- 20:00 0.06 0.11 0.06
 -------- 21:00 0.07 0.14 0.06
 -------- 22:00 0.06 0.09 0.06
 22.10.12 23:00 0.05 0.09 0.05
 -------- 00:00 0.05 0.07 0.05
 -------- 01:00 0.04 0.04 0.05
 -------- 02:00 0.04 0.03 0.06
 -------- 03:00 0.04 0.02 0.05
 23.10.12 04:00 0.04 0.01 0.05
 -------- 05:00 0.04 0.04 0.06
 -------- 06:00 0.05 0.10 0.07
 -------- 07:00 0.06 0.17 0.09
 -------- 08:00 0.09 0.19 0.11
 23.10.12 09:00 0.09 0.20 0.12
