 Date Time CO NO2 NO
 19.11.12 12:00 0.06 0.19 0.07
 -------- 13:00 0.06 0.20 0.08
 -------- 14:00 0.07 0.22 0.08
 -------- 15:00 0.06 0.20 0.07
 -------- 16:00 0.06 0.21 0.07
 19.11.12 17:00 0.07 0.24 0.07
 -------- 18:00 0.07 0.25 0.08
 -------- 19:00 0.07 0.23 0.07
 -------- 20:00 0.07 0.23 0.08
 -------- 21:00 0.07 0.22 0.07
 19.11.12 22:00 0.08 0.23 0.08
 -------- 23:00 0.08 0.23 0.08
 -------- 00:00 0.06 0.22 0.08
 -------- 01:00 0.06 0.20 0.07
 -------- 02:00 0.06 0.20 0.07
 20.11.12 03:00 0.04 0.20 0.07
 -------- 04:00 0.05 0.21 0.08
 -------- 05:00 0.05 0.19 0.07
 -------- 06:00 0.07 0.27 0.13
 -------- 07:00 0.12 0.28 0.18
 20.11.12 08:00 0.11 0.23 0.15
 -------- 09:00 0.13 0.31 0.19
 -------- 10:00 0.13 0.28 0.21
 -------- 11:00 0.12 0.27 0.21
 -------- 12:00 0.11 0.28 0.21
 20.11.12 13:00 0.11 0.28 0.22
 -------- 14:00 0.10 0.28 0.19
 -------- 15:00 0.09 0.28 0.16
 -------- 16:00 0.09 0.30 0.11
 -------- 17:00 0.10 0.34 0.11
 20.11.12 18:00 0.09 0.31 0.10
 -------- 19:00 0.08 0.29 0.08
 -------- 20:00 0.09 0.29 0.08
 -------- 21:00 0.09 0.31 0.08
 -------- 22:00 0.09 0.29 0.07
 20.11.12 23:00 0.06 0.23 0.06
 -------- 00:00 0.06 0.21 0.06
 -------- 01:00 0.06 0.18 0.05
 -------- 02:00 0.06 0.17 0.05
 -------- 03:00 0.05 0.16 0.05
 21.11.12 04:00 0.05 0.17 0.05
 -------- 05:00 0.06 0.16 0.05
 -------- 06:00 0.07 0.29 0.06
 -------- 07:00 0.09 0.35 0.09
 -------- 08:00 0.09 0.31 0.08
 21.11.12 09:00 0.10 0.37 0.09
 -------- 10:00 0.09 0.32 0.09
 -------- 11:00 0.10 0.35 0.13
