 Date Time CO NO2 NO
 01.10.12 12:00 0.06 0.28 0.03
 -------- 13:00 0.07 0.35 0.03
 -------- 14:00 0.07 0.28 0.03
 -------- 15:00 0.08 0.36 0.03
 -------- 16:00 0.08 0.30 0.03
 01.10.12 17:00 0.09 0.33 0.03
 -------- 18:00 0.11 0.38 0.03
 -------- 19:00 0.11 0.44 0.03
 -------- 20:00 0.14 0.52 0.04
 -------- 21:00 0.14 0.55 0.04
 01.10.12 22:00 0.15 0.67 0.04
 -------- 23:00 0.11 0.64 0.04
 -------- 00:00 0.10 0.57 0.04
 -------- 01:00 0.06 0.49 0.03
 -------- 02:00 0.06 0.45 0.03
 02.10.12 03:00 0.04 0.50 0.03
 -------- 04:00 0.04 0.35 0.02
 -------- 05:00 0.04 0.34 0.02
 -------- 06:00 0.12 0.90 0.09
 -------- 07:00 0.09 0.86 0.08
 02.10.12 08:00 0.15 1.07 0.10
 -------- 09:00 0.19 1.44 0.79
 -------- 10:00 0.15 1.14 0.09
 -------- 11:00 0.13 0.98 0.06
 -------- 12:00 0.09 0.80 0.07
 02.10.12 13:00 0.06 0.70 0.05
 -------- 14:00 0.07 0.26 0.02
 -------- 15:00 0.06 0.50 0.04
 -------- 16:00 0.05 0.79 0.07
 -------- 17:00 0.07 0.76 0.06
 02.10.12 18:00 0.09 0.46 0.04
 -------- 19:00 0.15 0.50 0.04
 -------- 20:00 0.11 0.41 0.03
 -------- 21:00 0.14 0.52 0.04
 -------- 22:00 0.16 0.69 0.05
 02.10.12 23:00 0.17 0.72 0.06
 -------- 00:00 0.10 0.48 0.03
 -------- 01:00 0.08 0.51 0.03
 -------- 02:00 0.07 0.63 0.06
 -------- 03:00 0.05 0.78 0.04
 03.10.12 04:00 0.04 0.76 0.06
 -------- 05:00 0.04 0.74 0.06
 -------- 06:00 0.05 0.34 0.03
 -------- 07:00 0.09 0.38 0.03
 -------- 08:00 0.14 0.51 0.04
 03.10.12 09:00 0.11 0.61 0.04
 -------- 10:00 0.12 0.49 0.05
 -------- 11:00 0.14 0.95 0.04
