 Date Time CO NO2 NO
 07.12.12 00:00 0.06 0.28 0.07
 -------- 01:00 0.06 0.25 0.07
 -------- 02:00 0.05 0.21 0.07
 -------- 03:00 0.04 0.17 0.06
 -------- 04:00 0.04 0.15 0.06
 07.12.12 05:00 0.04 0.15 0.06
 -------- 06:00 0.05 0.25 0.09
 -------- 07:00 0.06 0.26 0.09
 -------- 08:00 0.07 0.22 0.10
 -------- 09:00 0.07 0.24 0.09
 07.12.12 10:00 0.07 0.25 0.10
 -------- 11:00 0.06 0.19 0.08
 -------- 12:00 0.07 0.09 0.07
 -------- 13:00 0.06 0.17 0.05
 -------- 14:00 0.07 0.21 0.08
 07.12.12 15:00 0.08 0.22 0.07
 -------- 16:00 0.10 0.25 0.12
 -------- 17:00 0.12 0.28 0.11
 -------- 18:00 0.11 0.30 0.12
 -------- 19:00 0.09 0.28 0.08
 07.12.12 20:00 0.09 0.25 0.08
 -------- 21:00 0.09 0.26 0.10
 -------- 22:00 0.10 0.24 0.11
 -------- 23:00 0.09 0.22 0.07
 -------- 00:00 0.09 0.22 0.09
 08.12.12 01:00 0.08 0.22 0.09
 -------- 02:00 0.06 0.22 0.08
 -------- 03:00 0.06 0.23 0.05
 -------- 04:00 0.06 0.24 0.05
 -------- 05:00 0.06 0.25 0.10
 08.12.12 06:00 0.07 0.22 0.09
 -------- 07:00 0.08 0.26 0.11
 -------- 08:00 0.10 0.24 0.13
 -------- 09:00 0.09 0.26 0.15
 -------- 10:00 0.13 0.28 0.22
 08.12.12 11:00 0.15 0.28 0.23
