 Date Time CO NO2 NO
 30.11.12 00:00 0.06 0.19 0.09
 -------- 01:00 0.05 0.20 0.08
 -------- 02:00 0.04 0.18 0.07
 -------- 03:00 0.04 0.14 0.07
 -------- 04:00 0.04 0.18 0.08
 30.11.12 05:00 0.06 0.27 0.15
 -------- 06:00 0.06 0.24 0.14
 -------- 07:00 0.06 0.23 0.13
 -------- 08:00 0.07 0.23 0.12
 -------- 09:00 0.07 0.23 0.14
 30.11.12 10:00 0.08 0.24 0.14
 -------- 11:00 0.08 0.23 0.14
 -------- 12:00 0.11 0.24 0.15
 -------- 13:00 0.10 0.19 0.15
 -------- 14:00 0.10 0.21 0.16
 30.11.12 15:00 0.12 0.22 0.17
 -------- 16:00 0.09 0.21 0.15
 -------- 17:00 0.11 0.22 0.15
 -------- 18:00 0.10 0.20 0.14
 -------- 19:00 0.13 0.23 0.22
 30.11.12 20:00 0.24 0.26 0.26
 -------- 21:00 0.07 0.21 0.10
 -------- 22:00 0.06 0.20 0.10
 -------- 23:00 0.06 0.21 0.10
 -------- 00:00 0.04 0.20 0.08
 01.12.12 01:00 0.03 0.17 0.07
 -------- 02:00 0.03 0.19 0.07
 -------- 03:00 0.03 0.21 0.08
 -------- 04:00 0.02 0.17 0.07
 -------- 05:00 0.02 0.16 0.06
 01.12.12 06:00 0.05 0.19 0.07
 -------- 07:00 0.06 0.19 0.07
 -------- 08:00 0.06 0.17 0.07
 -------- 09:00 0.07 0.16 0.07
 -------- 10:00 0.09 0.18 0.10
 01.12.12 11:00 0.10 0.20 0.16
 -------- 12:00 0.10 0.17 0.12
 -------- 13:00 0.10 0.18 0.13
 -------- 14:00 0.10 0.19 0.12
 -------- 15:00 0.11 0.20 0.13
 01.12.12 16:00 0.15 0.22 0.19
 -------- 17:00 0.15 0.22 0.20
 -------- 18:00 0.15 0.21 0.23
 -------- 19:00 0.14 0.20 0.21
 -------- 20:00 0.13 0.18 0.18
 01.12.12 21:00 0.13 0.18 0.19
 -------- 22:00 0.11 0.17 0.17
 -------- 23:00 0.12 0.18 0.16
