 Date Time CO NO2 NO
 26.01.13 12:00 0.10 0.16 0.09
 -------- 13:00 0.10 0.14 0.10
 -------- 14:00 0.10 0.15 0.09
 -------- 15:00 0.08 0.11 0.07
 -------- 16:00 0.07 0.12 0.07
 26.01.13 17:00 0.08 0.15 0.07
 -------- 18:00 0.07 0.14 0.05
 -------- 19:00 0.07 0.16 0.07
 -------- 20:00 0.09 0.20 0.08
 -------- 21:00 0.08 0.14 0.06
 26.01.13 22:00 0.08 0.13 0.06
 -------- 23:00 0.07 0.12 0.05
 -------- 00:00 0.06 0.08 0.05
 -------- 01:00 0.06 0.08 0.05
 -------- 02:00 0.06 0.08 0.05
 27.01.13 03:00 0.04 0.07 0.04
 -------- 04:00 0.04 0.06 0.04
 -------- 05:00 0.04 0.06 0.05
 -------- 06:00 0.04 0.07 0.04
 -------- 07:00 0.04 0.06 0.04
 27.01.13 08:00 0.05 0.09 0.05
 -------- 09:00 0.06 0.09 0.05
 -------- 10:00 0.07 0.11 0.06
 -------- 11:00 0.07 0.10 0.06
 -------- 12:00 0.07 0.09 0.06
 27.01.13 13:00 0.08 0.10 0.07
 -------- 14:00 0.09 0.10 0.07
 -------- 15:00 0.09 0.11 0.07
 -------- 16:00 0.08 0.08 0.06
 -------- 17:00 0.11 0.16 0.09
 27.01.13 18:00 0.13 0.23 0.09
 -------- 19:00 0.11 0.20 0.09
 -------- 20:00 0.11 0.20 0.11
 -------- 21:00 0.09 0.15 0.07
 -------- 22:00 0.09 0.13 0.07
 27.01.13 23:00 0.09 0.10 0.06
 -------- 00:00 0.09 0.24 0.10
 -------- 01:00 0.08 0.35 0.16
 -------- 02:00 0.06 0.20 0.10
 -------- 03:00 0.06 0.14 0.04
 28.01.13 04:00 0.05 0.14 0.04
 -------- 05:00 0.04 0.09 0.04
 -------- 06:00 0.05 0.10 0.04
 -------- 07:00 0.08 0.17 0.05
 -------- 08:00 0.09 0.17 0.06
 28.01.13 09:00 0.12 0.23 0.09
 -------- 10:00 0.11 0.25 0.11
 -------- 11:00 0.10 0.22 0.10
