 Date Time CO NO2 NO
 28.02.13 00:00 0.09 0.24 0.09
 -------- 01:00 0.06 0.14 0.06
 -------- 02:00 0.04 0.04 0.06
 -------- 03:00 0.03 0.03 0.06
 -------- 04:00 0.02 0.02 0.06
 28.02.13 05:00 0.06 0.03 0.06
 -------- 06:00 0.03 0.04 0.06
 -------- 07:00 0.04 0.06 0.07
 -------- 08:00 0.06 0.04 0.07
 -------- 09:00 0.05 0.05 0.07
 28.02.13 10:00 0.04 0.03 0.06
 -------- 11:00 0.05 0.03 0.06
 -------- 12:00 0.06 0.04 0.07
 -------- 13:00 0.05 0.03 0.07
 -------- 14:00 0.05 0.05 0.07
 28.02.13 15:00 0.05 0.03 0.07
 -------- 16:00 0.06 0.04 0.06
 -------- 17:00 0.07 0.06 0.07
 -------- 18:00 0.07 0.08 0.07
 -------- 19:00 0.08 0.09 0.08
 28.02.13 20:00 0.06 0.06 0.07
 -------- 21:00 0.06 0.06 0.07
 -------- 22:00 0.07 0.08 0.07
 -------- 23:00 0.05 0.08 0.07
 -------- 00:00 0.04 0.05 0.06
 01.03.13 01:00 0.04 0.05 0.06
 -------- 02:00 0.04 0.03 0.06
 -------- 03:00 0.04 0.02 0.06
 -------- 04:00 0.04 0.02 0.06
 -------- 05:00 0.08 0.04 0.06
 01.03.13 06:00 0.04 0.04 0.06
 -------- 07:00 0.05 0.05 0.07
 -------- 08:00 0.05 0.03 0.07
 -------- 09:00 0.04 0.03 0.06
 -------- 10:00 0.06 0.05 0.07
 01.03.13 11:00 0.07 0.05 0.07
 -------- 12:00 0.06 0.05 0.07
 -------- 13:00 0.06 0.07 0.07
 -------- 14:00 0.06 0.05 0.07
 -------- 15:00 0.06 0.05 0.07
 01.03.13 16:00 0.05 0.07 0.07
 -------- 17:00 0.05 0.04 0.05
 -------- 18:00 0.06 0.04 0.05
 -------- 19:00 0.06 0.04 0.04
 -------- 20:00 0.07 0.03 0.03
 01.03.13 21:00 0.08 0.02 0.03
 -------- 22:00 0.08 0.07 0.03
 -------- 23:00 0.09 0.03 0.04
