 Date Time CO NO2 NO
 22.12.12 00:00 0.14 0.59 0.31
 -------- 01:00 0.14 0.60 0.30
 -------- 02:00 0.13 0.55 0.25
 -------- 03:00 0.12 0.65 0.33
 -------- 04:00 0.12 0.68 0.34
 22.12.12 05:00 0.12 0.68 0.37
 -------- 06:00 0.12 0.68 0.34
 -------- 07:00 0.12 0.67 0.32
 -------- 08:00 0.12 0.66 0.29
 -------- 09:00 0.14 0.65 0.29
 22.12.12 10:00 0.13 0.62 0.23
 -------- 11:00 0.14 0.55 0.17
 -------- 12:00 0.11 0.52 0.13
 -------- 13:00 0.13 0.53 0.15
 -------- 14:00 0.12 0.55 0.15
 22.12.12 15:00 0.13 0.54 0.12
 -------- 16:00 0.13 0.56 0.10
 -------- 17:00 0.11 0.54 0.04
 -------- 18:00 0.11 0.55 0.04
 -------- 19:00 0.09 0.52 0.04
 22.12.12 20:00 0.08 0.49 0.02
 -------- 21:00 0.08 0.49 0.02
 -------- 22:00 0.08 0.49 0.03
 -------- 23:00 0.08 0.52 0.05
 -------- 00:00 0.08 0.51 0.06
 23.12.12 01:00 0.08 0.56 0.08
 -------- 02:00 0.08 0.53 0.08
 -------- 03:00 0.08 0.51 0.09
 -------- 04:00 0.08 0.53 0.08
 -------- 05:00 0.08 0.51 0.07
 23.12.12 06:00 0.06 0.47 0.03
 -------- 07:00 0.06 0.51 0.04
 -------- 08:00 0.09 0.54 0.09
 -------- 09:00 0.11 0.59 0.17
 -------- 10:00 0.11 0.58 0.14
 23.12.12 11:00 0.13 0.58 0.22
 -------- 12:00 0.15 0.60 0.27
 -------- 13:00 0.15 0.66 0.33
 -------- 14:00 0.17 0.65 0.31
 -------- 15:00 0.17 0.64 0.23
 23.12.12 16:00 0.19 0.67 0.26
 -------- 17:00 0.19 0.69 0.21
 -------- 18:00 0.20 0.72 0.26
 -------- 19:00 0.17 0.69 0.22
 -------- 20:00 0.13 0.65 0.17
 23.12.12 21:00 0.15 0.66 0.21
 -------- 22:00 0.16 0.73 0.30
 -------- 23:00 0.16 0.77 0.32
