 Date Time CO NO2 NO
 15.10.12 00:00 0.05 0.06 0.04
 -------- 01:00 0.04 0.07 0.04
 -------- 02:00 0.04 0.05 0.04
 -------- 03:00 0.04 0.09 0.04
 -------- 04:00 0.05 0.11 0.05
 15.10.12 05:00 0.08 0.14 0.06
 -------- 06:00 0.08 0.16 0.08
 -------- 07:00 0.08 0.14 0.07
 -------- 08:00 0.11 0.17 0.12
 -------- 09:00 0.12 0.15 0.14
 15.10.12 10:00 0.12 0.17 0.14
 -------- 11:00 0.09 0.17 0.12
 -------- 12:00 0.08 0.13 0.09
 -------- 13:00 0.08 0.14 0.07
 -------- 14:00 0.06 0.08 0.06
 15.10.12 15:00 0.06 0.08 0.05
 -------- 16:00 0.07 0.10 0.06
 -------- 17:00 0.05 0.07 0.04
 -------- 18:00 0.07 0.09 0.04
 -------- 19:00 0.06 0.12 0.03
 15.10.12 20:00 0.06 0.12 0.03
 -------- 21:00 0.06 0.09 0.03
 -------- 22:00 0.05 0.11 0.03
 -------- 23:00 0.04 0.10 0.03
 -------- 00:00 0.05 0.06 0.03
 16.10.12 01:00 0.04 0.05 0.03
 -------- 02:00 0.04 0.02 0.03
 -------- 03:00 0.04 0.02 0.03
 -------- 04:00 0.04 0.01 0.03
 -------- 05:00 0.04 0.03 0.03
 16.10.12 06:00 0.04 0.04 0.03
 -------- 07:00 0.05 0.06 0.04
 -------- 08:00 0.06 0.09 0.05
 -------- 09:00 0.07 0.10 0.05
 -------- 10:00 0.07 0.12 0.06
 16.10.12 11:00 0.08 0.12 0.06
