 Date Time CO NO2 NO
 17.05.13 00:00 0.05 0.12 0.02
 -------- 01:00 0.02 0.12 0.03
 -------- 02:00 0.02 0.18 0.04
 -------- 03:00 ---- 0.21 0.05
 -------- 04:00 0.06 0.24 0.04
 17.05.13 05:00 0.04 0.20 0.04
 -------- 06:00 0.04 0.22 0.04
 -------- 07:00 0.06 0.21 0.04
 -------- 08:00 0.08 0.18 0.05
 -------- 09:00 0.07 0.17 0.04
 17.05.13 10:00 0.09 0.20 0.06
 -------- 11:00 0.07 0.18 0.05
 -------- 12:00 0.07 0.16 0.03
 -------- 13:00 0.06 0.09 0.02
 -------- 14:00 0.06 0.01 0.02
 17.05.13 15:00 0.08 0.01 0.02
 -------- 16:00 0.13 0.01 0.02
 -------- 17:00 0.09 0.01 0.02
 -------- 18:00 0.08 0.07 0.02
 -------- 19:00 0.08 0.08 0.03
 17.05.13 20:00 0.06 0.11 0.04
 -------- 21:00 0.06 0.15 0.04
 -------- 22:00 0.06 0.19 0.03
 -------- 23:00 0.08 0.26 0.03
 -------- 00:00 0.09 0.20 0.06
 18.05.13 01:00 0.09 0.23 0.07
 -------- 02:00 0.08 0.27 0.07
 -------- 03:00 0.05 0.25 0.06
 -------- 04:00 0.05 0.22 0.06
 -------- 05:00 0.06 0.29 0.06
 18.05.13 06:00 0.07 0.23 0.07
 -------- 07:00 0.05 0.26 0.06
 -------- 08:00 0.05 0.25 0.06
 -------- 09:00 0.06 0.28 0.07
 -------- 10:00 0.08 0.19 0.08
 18.05.13 11:00 0.06 0.24 0.06
 -------- 12:00 0.07 0.18 0.06
 -------- 13:00 0.06 0.15 0.05
 -------- 14:00 0.07 0.19 0.03
 -------- 15:00 0.07 0.13 0.04
 18.05.13 16:00 0.07 0.20 0.03
 -------- 17:00 0.07 0.15 0.04
 -------- 18:00 0.09 0.18 0.04
 -------- 19:00 0.13 0.34 0.06
 -------- 20:00 0.10 0.29 0.07
 18.05.13 21:00 0.16 0.30 0.08
 -------- 22:00 0.23 0.32 0.10
 -------- 23:00 0.18 0.37 0.10
