 Date Time CO NO2 NO
 13.10.12 12:00 0.09 0.08 0.09
 -------- 13:00 0.11 0.09 0.11
 -------- 14:00 0.09 0.07 0.09
 -------- 15:00 0.09 0.06 0.09
 -------- 16:00 0.11 0.10 0.09
 13.10.12 17:00 0.10 0.13 0.09
 -------- 18:00 0.11 0.18 0.09
 -------- 19:00 0.14 0.20 0.12
 -------- 20:00 0.14 0.23 0.12
 -------- 21:00 0.15 0.23 0.13
 13.10.12 22:00 0.17 0.25 0.17
 -------- 23:00 0.16 0.26 0.16
 -------- 00:00 0.13 0.23 0.14
 -------- 01:00 0.11 0.20 0.12
 -------- 02:00 0.11 0.17 0.11
 14.10.12 03:00 0.09 0.15 0.09
 -------- 04:00 0.11 0.13 0.12
 -------- 05:00 0.08 0.13 0.11
 -------- 06:00 0.10 0.14 0.17
 -------- 07:00 0.05 0.13 0.08
 14.10.12 08:00 0.14 0.17 0.19
 -------- 09:00 0.18 0.19 0.28
 -------- 10:00 0.11 0.15 0.12
 -------- 11:00 0.10 0.07 0.10
 -------- 12:00 0.07 0.03 0.06
 14.10.12 13:00 0.08 0.06 0.06
 -------- 14:00 0.07 0.07 0.07
 -------- 15:00 0.08 0.09 0.07
 -------- 16:00 0.10 0.09 0.07
 -------- 17:00 0.09 0.09 0.06
 14.10.12 18:00 0.11 0.15 0.08
 -------- 19:00 0.09 0.15 0.06
 -------- 20:00 0.11 0.15 0.08
 -------- 21:00 0.09 0.16 0.06
 -------- 22:00 0.06 0.13 0.05
 14.10.12 23:00 0.06 0.11 0.05
 -------- 00:00 0.05 0.06 0.04
 -------- 01:00 0.04 0.07 0.04
 -------- 02:00 0.04 0.05 0.04
 -------- 03:00 0.04 0.09 0.04
 15.10.12 04:00 0.05 0.11 0.05
 -------- 05:00 0.08 0.14 0.06
 -------- 06:00 0.08 0.16 0.08
 -------- 07:00 0.08 0.14 0.07
 -------- 08:00 0.11 0.17 0.12
 15.10.12 09:00 0.12 0.15 0.14
 -------- 10:00 0.12 0.17 0.14
