 Date Time CO NO2 NO
 08.10.12 00:00 0.11 0.16 0.06
 -------- 01:00 0.14 0.19 0.15
 -------- 02:00 0.18 0.17 0.17
 -------- 03:00 0.09 0.14 0.11
 -------- 04:00 0.08 0.13 0.10
 08.10.12 05:00 0.05 0.11 0.04
 -------- 06:00 0.05 0.13 0.03
 -------- 07:00 0.06 0.14 0.03
 -------- 08:00 0.06 0.11 0.04
 -------- 09:00 0.09 0.13 0.06
 08.10.12 10:00 0.15 0.18 0.13
 -------- 11:00 0.10 0.19 0.09
 -------- 12:00 0.14 0.21 0.13
 -------- 13:00 0.11 0.19 0.08
 -------- 14:00 0.09 0.16 0.09
 08.10.12 15:00 0.14 0.20 0.11
 -------- 16:00 0.11 0.17 0.10
 -------- 17:00 0.11 0.13 0.09
 -------- 18:00 0.12 0.14 0.09
 -------- 19:00 0.09 0.09 0.06
 08.10.12 20:00 0.11 0.10 0.07
 -------- 21:00 0.09 0.10 0.07
 -------- 22:00 0.11 0.13 0.07
 -------- 23:00 0.10 0.12 0.07
 -------- 00:00 0.08 0.07 0.05
 09.10.12 01:00 0.07 0.08 0.05
 -------- 02:00 0.05 0.06 0.03
 -------- 03:00 0.04 0.03 0.04
 -------- 04:00 0.04 ---- 0.04
 -------- 05:00 0.04 ---- 0.03
 09.10.12 06:00 0.06 0.06 0.07
 -------- 07:00 0.09 0.05 0.08
 -------- 08:00 0.09 0.06 0.08
 -------- 09:00 0.10 0.06 0.08
 -------- 10:00 0.09 0.05 0.09
 09.10.12 11:00 0.09 0.04 0.09
 -------- 12:00 0.09 0.05 0.09
 -------- 13:00 0.10 0.05 0.10
 -------- 14:00 0.11 0.10 0.10
 -------- 15:00 0.12 0.09 0.12
 09.10.12 16:00 0.12 0.11 0.11
 -------- 17:00 0.11 0.20 0.10
 -------- 18:00 0.14 0.22 0.12
 -------- 19:00 0.12 0.21 0.09
 -------- 20:00 0.11 0.18 0.08
 09.10.12 21:00 0.11 0.13 0.08
 -------- 22:00 0.09 0.13 0.07
 -------- 23:00 0.08 0.10 0.05
