 Date Time CO NO2 NO
 30.01.13 00:00 0.09 0.17 0.10
 -------- 01:00 0.07 0.26 0.16
 -------- 02:00 0.07 0.22 0.18
 -------- 03:00 0.06 0.19 0.11
 -------- 04:00 0.06 0.14 0.06
 30.01.13 05:00 0.04 0.11 0.05
 -------- 06:00 0.06 0.11 0.06
 -------- 07:00 0.07 0.14 0.07
 -------- 08:00 0.08 0.16 0.08
 -------- 09:00 0.09 0.15 0.09
 30.01.13 10:00 0.10 0.14 0.09
 -------- 11:00 0.10 0.12 0.09
 -------- 12:00 0.09 0.13 0.10
 -------- 13:00 0.09 0.13 0.10
 -------- 14:00 0.09 0.12 0.09
 30.01.13 15:00 0.09 0.12 0.09
 -------- 16:00 0.10 0.13 0.08
 -------- 17:00 0.10 0.17 0.08
 -------- 18:00 0.11 0.16 0.10
 -------- 19:00 0.11 0.17 0.11
 30.01.13 20:00 0.10 0.15 0.07
 -------- 21:00 0.07 0.11 0.05
 -------- 22:00 0.07 0.11 0.05
 -------- 23:00 0.07 0.09 0.06
 -------- 00:00 0.06 0.05 0.05
 31.01.13 01:00 0.04 0.03 0.05
 -------- 02:00 0.05 0.04 0.05
 -------- 03:00 0.04 0.04 0.05
 -------- 04:00 0.04 0.04 0.05
 -------- 05:00 0.04 0.06 0.05
 31.01.13 06:00 0.04 0.07 0.05
 -------- 07:00 0.06 0.07 0.05
 -------- 08:00 0.09 0.09 0.07
 -------- 09:00 0.07 0.10 0.06
 -------- 10:00 0.06 0.07 0.06
 31.01.13 11:00 0.07 0.06 0.07
 -------- 12:00 0.07 0.07 0.07
 -------- 13:00 0.09 0.07 0.07
 -------- 14:00 0.06 0.07 0.07
 -------- 15:00 0.07 0.06 0.06
 31.01.13 16:00 0.07 0.07 0.07
 -------- 17:00 0.08 0.08 0.07
 -------- 18:00 0.07 0.07 0.07
 -------- 19:00 0.06 0.06 0.06
 -------- 20:00 0.07 0.06 0.06
 31.01.13 21:00 0.06 0.05 0.06
 -------- 22:00 0.06 0.05 0.06
 -------- 23:00 0.06 0.04 0.05
