 Date Time CO NO2 NO
 02.01.13 12:00 0.04 0.02 0.05
 -------- 13:00 0.05 0.02 0.05
 -------- 14:00 0.06 0.02 0.05
 -------- 15:00 0.06 0.02 0.05
 -------- 16:00 0.07 0.04 0.05
 02.01.13 17:00 0.07 0.05 0.06
 -------- 18:00 0.06 0.04 0.05
 -------- 19:00 0.06 0.02 0.05
 -------- 20:00 0.06 0.02 0.05
 -------- 21:00 0.06 0.02 0.06
 02.01.13 22:00 0.06 0.02 0.05
 -------- 23:00 0.06 0.02 0.05
 -------- 00:00 0.06 0.02 0.05
 -------- 01:00 0.06 0.02 0.05
 -------- 02:00 0.05 0.02 0.05
 03.01.13 03:00 0.05 0.01 0.05
 -------- 04:00 0.05 0.02 0.05
 -------- 05:00 0.06 0.01 0.05
 -------- 06:00 0.06 0.03 0.05
 -------- 07:00 0.06 0.02 0.06
 03.01.13 08:00 0.06 0.02 0.05
 -------- 09:00 0.06 0.02 0.05
 -------- 10:00 0.07 0.02 0.05
 -------- 11:00 0.09 0.02 0.05
 -------- 12:00 0.08 0.03 0.06
 03.01.13 13:00 0.08 0.03 0.06
 -------- 14:00 0.08 0.05 0.06
 -------- 15:00 0.09 0.03 0.06
 -------- 16:00 0.09 0.05 0.06
 -------- 17:00 0.08 0.03 0.05
 03.01.13 18:00 0.07 0.03 0.05
 -------- 19:00 0.07 0.03 0.05
 -------- 20:00 0.07 0.03 0.06
 -------- 21:00 0.07 0.03 0.06
 -------- 22:00 0.07 0.02 0.05
 03.01.13 23:00 0.06 0.03 0.05
 -------- 00:00 0.06 0.03 0.05
 -------- 01:00 0.06 0.02 0.05
 -------- 02:00 0.05 0.02 0.05
 -------- 03:00 0.04 0.01 0.05
 04.01.13 04:00 0.04 0.02 0.05
 -------- 05:00 0.04 0.03 0.06
 -------- 06:00 0.05 0.05 0.06
 -------- 07:00 0.05 0.05 0.06
 -------- 08:00 0.07 0.05 0.07
 04.01.13 09:00 0.06 0.05 0.06
 -------- 10:00 0.07 0.06 0.06
 -------- 11:00 0.08 0.06 0.06
