 Date Time CO NO2 NO
 18.02.13 12:00 ---- 0.19 0.09
 -------- 13:00 ---- 0.18 0.10
 -------- 14:00 ---- 0.19 0.10
 -------- 15:00 ---- 0.19 0.10
 -------- 16:00 ---- 0.15 0.09
 18.02.13 17:00 ---- 0.13 0.06
 -------- 18:00 ---- 0.12 0.07
 -------- 19:00 ---- 0.15 0.06
 -------- 20:00 ---- 0.13 0.06
 -------- 21:00 ---- 0.18 0.07
 18.02.13 22:00 ---- 0.18 0.06
 -------- 23:00 ---- 0.20 0.07
 -------- 00:00 ---- 0.15 0.07
 -------- 01:00 ---- 0.20 0.09
 -------- 02:00 ---- 0.19 0.07
 19.02.13 03:00 ---- 0.18 0.06
 -------- 04:00 ---- 0.16 0.05
 -------- 05:00 ---- 0.14 0.05
 -------- 06:00 ---- 0.18 0.07
 -------- 07:00 0.16 0.26 0.14
 19.02.13 08:00 0.17 0.25 0.14
 -------- 09:00 0.18 0.26 0.14
 -------- 10:00 0.15 0.23 0.12
 -------- 11:00 0.13 0.20 0.11
 -------- 12:00 0.11 0.14 0.10
 19.02.13 13:00 0.09 0.13 0.09
 -------- 14:00 0.08 0.13 0.08
 -------- 15:00 0.10 0.13 0.09
 -------- 16:00 0.08 0.17 0.09
 -------- 17:00 0.09 0.12 0.07
 19.02.13 18:00 0.10 0.14 0.07
 -------- 19:00 0.12 0.17 0.07
 -------- 20:00 0.12 0.23 0.08
 -------- 21:00 0.13 0.25 0.10
 -------- 22:00 0.13 0.25 0.09
 19.02.13 23:00 0.15 0.29 0.12
 -------- 00:00 0.15 0.32 0.18
 -------- 01:00 0.14 0.32 0.17
 -------- 02:00 0.13 0.29 0.15
 -------- 03:00 0.10 0.24 0.09
 20.02.13 04:00 0.10 0.26 0.10
 -------- 05:00 0.11 0.28 0.12
 -------- 06:00 0.13 0.33 0.16
 -------- 07:00 0.15 0.36 0.21
 -------- 08:00 0.20 0.37 0.25
 20.02.13 09:00 0.21 0.35 0.24
 -------- 10:00 0.21 0.33 0.24
 -------- 11:00 0.17 0.27 0.15
