 Date Time CO NO2 NO
 15.12.12 00:00 ---- 0.30 0.02
 -------- 01:00 ---- 0.27 0.01
 -------- 02:00 ---- 0.24 ----
 -------- 03:00 ---- 0.20 ----
 -------- 04:00 ---- 0.20 ----
 15.12.12 05:00 ---- 0.21 ----
 -------- 06:00 ---- 0.23 ----
 -------- 07:00 0.06 0.27 0.01
 -------- 08:00 0.07 0.29 0.03
 -------- 09:00 0.07 0.35 0.06
 15.12.12 10:00 0.08 0.30 0.05
 -------- 11:00 0.09 0.30 0.10
 -------- 12:00 0.08 0.31 0.10
 -------- 13:00 0.10 0.29 0.12
 -------- 14:00 0.10 0.30 0.11
 15.12.12 15:00 0.13 0.35 0.11
 -------- 16:00 0.10 0.35 0.10
 -------- 17:00 0.10 0.38 0.09
 -------- 18:00 0.09 0.40 0.08
 -------- 19:00 0.09 0.40 0.07
 15.12.12 20:00 0.08 0.40 0.09
 -------- 21:00 0.08 0.41 0.08
 -------- 22:00 0.06 0.40 0.07
 -------- 23:00 0.05 0.31 0.02
 -------- 00:00 0.06 0.36 0.04
 16.12.12 01:00 0.06 0.34 0.03
 -------- 02:00 0.05 0.32 0.04
 -------- 03:00 0.04 0.27 0.01
 -------- 04:00 0.04 0.18 0.01
 -------- 05:00 0.04 0.30 0.03
 16.12.12 06:00 0.06 0.32 0.05
 -------- 07:00 0.06 0.36 0.06
 -------- 08:00 0.06 0.36 0.07
 -------- 09:00 0.07 0.36 0.08
 -------- 10:00 0.08 0.38 0.11
 16.12.12 11:00 0.09 0.34 0.12
 -------- 12:00 0.07 0.22 0.05
 -------- 13:00 0.07 0.23 0.05
 -------- 14:00 0.08 0.25 0.06
 -------- 15:00 0.08 0.30 0.08
 16.12.12 16:00 0.08 0.36 0.08
 -------- 17:00 0.11 0.41 0.11
 -------- 18:00 0.11 0.38 0.11
 -------- 19:00 0.10 0.38 0.09
 -------- 20:00 0.09 0.37 0.08
 16.12.12 21:00 0.09 0.45 0.09
 -------- 22:00 0.10 0.46 0.10
 -------- 23:00 0.10 0.45 0.11
