 Date Time CO NO2 NO
 20.09.12 00:00 0.19 0.10 0.06
 -------- 01:00 0.17 0.10 0.04
 -------- 02:00 0.09 0.06 0.03
 -------- 03:00 0.08 0.04 0.02
 -------- 04:00 0.05 0.04 0.02
 20.09.12 05:00 0.05 0.04 0.02
 -------- 06:00 0.06 0.04 0.03
 -------- 07:00 0.11 0.07 0.04
 -------- 08:00 0.24 0.10 0.10
 -------- 09:00 0.20 0.09 0.08
 20.09.12 10:00 0.16 0.10 0.07
 -------- 11:00 0.13 0.08 0.06
 -------- 12:00 0.07 0.07 0.05
 -------- 13:00 0.06 0.06 0.03
 -------- 14:00 0.05 0.05 0.04
 20.09.12 15:00 0.06 0.05 0.03
 -------- 16:00 0.07 0.05 0.03
 -------- 17:00 0.07 0.04 0.03
 -------- 18:00 0.11 0.05 0.03
 -------- 19:00 0.32 0.13 0.10
 20.09.12 20:00 0.39 0.14 0.15
 -------- 21:00 0.22 0.15 0.07
 -------- 22:00 0.15 0.12 0.04
 -------- 23:00 0.10 0.08 0.03
 -------- 00:00 0.09 0.06 0.02
 21.09.12 01:00 0.07 0.05 0.03
 -------- 02:00 0.06 0.03 0.02
 -------- 03:00 0.06 0.03 0.02
 -------- 04:00 0.06 0.02 0.02
 -------- 05:00 0.06 0.03 0.02
 21.09.12 06:00 0.09 0.05 0.03
 -------- 07:00 0.26 0.08 0.07
 -------- 08:00 0.25 0.10 0.10
 -------- 09:00 0.17 0.08 0.06
 -------- 10:00 0.12 0.08 0.05
 21.09.12 11:00 0.12 0.08 0.06
 -------- 12:00 0.06 0.07 0.04
 -------- 13:00 0.06 0.06 0.03
 -------- 14:00 0.06 0.06 0.03
 -------- 15:00 0.07 0.06 0.03
 21.09.12 16:00 0.05 0.04 0.03
 -------- 17:00 0.11 0.08 0.04
 -------- 18:00 0.29 0.13 0.12
 -------- 19:00 0.18 0.11 0.07
 -------- 20:00 0.13 0.08 0.05
 21.09.12 21:00 0.13 0.09 0.04
 -------- 22:00 0.12 0.08 0.04
 -------- 23:00 0.15 0.08 0.05
