 Date Time CO NO2 NO
 12.10.12 00:00 0.06 0.12 0.06
 -------- 01:00 0.04 0.09 0.04
 -------- 02:00 0.03 0.03 0.04
 -------- 03:00 0.03 0.03 0.03
 -------- 04:00 0.04 0.05 0.05
 12.10.12 05:00 0.07 0.10 0.11
 -------- 06:00 0.12 0.12 0.20
 -------- 07:00 0.38 0.22 0.63
 -------- 08:00 0.49 0.28 0.71
 -------- 09:00 0.59 0.32 0.87
 12.10.12 10:00 0.32 0.24 0.45
 -------- 11:00 0.17 0.23 0.22
 -------- 12:00 0.23 0.35 0.38
 -------- 13:00 0.19 0.30 0.31
 -------- 14:00 0.20 0.32 0.29
 12.10.12 15:00 0.17 0.29 0.23
 -------- 16:00 0.13 0.23 0.14
 -------- 17:00 0.21 0.28 0.21
 -------- 18:00 0.17 0.25 0.18
 -------- 19:00 0.16 0.22 0.16
 12.10.12 20:00 0.14 0.19 0.13
 -------- 21:00 0.11 0.19 0.09
 -------- 22:00 0.11 0.16 0.08
 -------- 23:00 0.09 0.15 0.07
 -------- 00:00 0.09 0.15 0.07
 13.10.12 01:00 0.07 0.13 0.05
 -------- 02:00 0.06 0.09 0.04
 -------- 03:00 0.06 0.07 0.04
 -------- 04:00 0.06 0.07 0.05
 -------- 05:00 0.05 0.06 0.05
 13.10.12 06:00 0.07 0.07 0.05
 -------- 07:00 0.06 0.09 0.06
 -------- 08:00 0.07 0.08 0.07
 -------- 09:00 0.08 0.07 0.08
 -------- 10:00 0.09 0.08 0.08
 13.10.12 11:00 0.09 0.09 0.08
 -------- 12:00 0.09 0.08 0.09
 -------- 13:00 0.11 0.09 0.11
 -------- 14:00 0.09 0.07 0.09
 -------- 15:00 0.09 0.06 0.09
 13.10.12 16:00 0.11 0.10 0.09
 -------- 17:00 0.10 0.13 0.09
 -------- 18:00 0.11 0.18 0.09
 -------- 19:00 0.14 0.20 0.12
 -------- 20:00 0.14 0.23 0.12
 13.10.12 21:00 0.15 0.23 0.13
 -------- 22:00 0.17 0.25 0.17
 -------- 23:00 0.16 0.26 0.16
