 Date Time CO NO2 NO
 03.03.13 12:00 0.06 0.39 0.17
 -------- 13:00 0.06 0.22 0.14
 -------- 14:00 0.06 0.31 0.11
 -------- 15:00 0.06 0.26 0.10
 -------- 16:00 0.05 0.08 0.07
 03.03.13 17:00 0.05 0.27 0.06
 -------- 18:00 0.04 0.19 0.06
 -------- 19:00 0.05 0.26 0.10
 -------- 20:00 0.06 0.31 0.07
 -------- 21:00 0.06 0.39 0.09
 03.03.13 22:00 0.06 0.18 0.11
 -------- 23:00 0.05 0.19 0.13
 -------- 00:00 0.06 0.17 0.12
 -------- 01:00 0.05 0.20 0.08
 -------- 02:00 0.04 0.20 0.15
 04.03.13 03:00 0.04 0.22 0.07
 -------- 04:00 0.04 0.30 0.09
 -------- 05:00 0.04 0.20 0.06
 -------- 06:00 0.05 0.07 0.04
 -------- 07:00 0.06 0.16 0.07
 04.03.13 08:00 0.07 0.20 0.08
 -------- 09:00 0.08 0.15 0.05
 -------- 10:00 0.08 0.11 0.06
 -------- 11:00 0.08 0.09 0.05
 -------- 12:00 0.08 0.04 0.03
 04.03.13 13:00 0.07 0.03 0.03
 -------- 14:00 0.07 0.02 0.02
 -------- 15:00 0.06 0.07 0.02
 -------- 16:00 0.07 0.09 0.02
 -------- 17:00 0.06 0.02 ----
 04.03.13 18:00 0.06 0.02 ----
 -------- 19:00 0.06 0.14 0.06
 -------- 20:00 0.06 0.13 0.03
 -------- 21:00 0.06 0.43 0.04
 -------- 22:00 0.05 0.23 0.13
 04.03.13 23:00 0.04 0.32 0.10
 -------- 00:00 0.05 0.53 0.10
 -------- 01:00 0.06 0.66 0.19
 -------- 02:00 0.07 0.50 0.14
 -------- 03:00 0.06 0.53 0.15
 05.03.13 04:00 0.06 0.75 0.24
 -------- 05:00 0.09 0.57 0.15
 -------- 06:00 0.17 0.52 0.20
 -------- 07:00 0.20 0.67 0.16
 -------- 08:00 0.29 0.46 0.25
 05.03.13 09:00 0.27 0.57 0.33
 -------- 10:00 0.25 0.69 0.24
 -------- 11:00 0.15 0.33 0.07
