 Date Time CO NO2 NO
 15.05.13 00:00 0.08 0.18 0.04
 -------- 01:00 0.03 0.14 0.03
 -------- 02:00 0.05 0.12 0.03
 -------- 03:00 0.05 0.18 0.05
 -------- 04:00 0.03 0.12 0.04
 15.05.13 05:00 0.04 0.20 0.05
 -------- 06:00 0.06 0.21 0.05
 -------- 07:00 0.06 0.33 0.09
 -------- 08:00 ---- 0.32 0.10
 -------- 09:00 ---- 0.31 0.08
 15.05.13 10:00 0.10 0.24 0.06
 -------- 11:00 0.10 0.20 0.04
 -------- 12:00 0.12 0.17 0.03
 -------- 13:00 0.11 0.02 0.02
 -------- 14:00 0.13 0.01 0.02
 15.05.13 15:00 0.13 0.02 0.02
 -------- 16:00 0.10 0.02 0.02
 -------- 17:00 0.20 0.27 0.02
 -------- 18:00 0.33 0.12 0.07
 -------- 19:00 0.31 0.22 0.07
 15.05.13 20:00 0.21 0.20 0.03
 -------- 21:00 0.10 0.11 0.03
 -------- 22:00 0.15 0.27 0.08
 -------- 23:00 0.13 0.23 0.05
 -------- 00:00 0.12 0.25 0.05
 16.05.13 01:00 0.09 0.28 0.05
 -------- 02:00 0.09 0.28 0.05
 -------- 03:00 0.08 0.29 0.05
 -------- 04:00 0.04 0.17 0.03
 -------- 05:00 0.04 0.17 0.04
 16.05.13 06:00 0.04 0.17 0.03
 -------- 07:00 0.06 0.18 0.04
 -------- 08:00 0.08 0.20 0.05
 -------- 09:00 0.08 0.22 0.05
 -------- 10:00 0.11 0.23 0.06
 16.05.13 11:00 0.13 0.23 0.05
 -------- 12:00 0.15 0.12 0.03
 -------- 13:00 0.11 0.02 0.02
 -------- 14:00 0.11 0.01 0.02
 -------- 15:00 0.11 0.02 0.02
 16.05.13 16:00 0.13 0.01 0.02
 -------- 17:00 0.15 0.01 0.02
 -------- 18:00 0.13 0.01 0.02
 -------- 19:00 0.30 0.01 0.02
 -------- 20:00 0.34 0.02 0.02
 16.05.13 21:00 0.33 0.01 0.02
 -------- 22:00 0.27 0.02 0.02
 -------- 23:00 0.11 0.11 0.04
