 Date Time CO NO2 NO
 07.12.12 12:00 0.07 0.09 0.07
 -------- 13:00 0.06 0.17 0.05
 -------- 14:00 0.07 0.21 0.08
 -------- 15:00 0.08 0.22 0.07
 -------- 16:00 0.10 0.25 0.12
 07.12.12 17:00 0.12 0.28 0.11
 -------- 18:00 0.11 0.30 0.12
 -------- 19:00 0.09 0.28 0.08
 -------- 20:00 0.09 0.25 0.08
 -------- 21:00 0.09 0.26 0.10
 07.12.12 22:00 0.10 0.24 0.11
 -------- 23:00 0.09 0.22 0.07
 -------- 00:00 0.09 0.22 0.09
 -------- 01:00 0.08 0.22 0.09
 -------- 02:00 0.06 0.22 0.08
 08.12.12 03:00 0.06 0.23 0.05
 -------- 04:00 0.06 0.24 0.05
 -------- 05:00 0.06 0.25 0.10
 -------- 06:00 0.07 0.22 0.09
 -------- 07:00 0.08 0.26 0.11
 08.12.12 08:00 0.10 0.24 0.13
 -------- 09:00 0.09 0.26 0.15
 -------- 10:00 0.13 0.28 0.22
 -------- 11:00 0.15 0.28 0.23
 -------- 12:00 0.14 0.26 0.21
 08.12.12 13:00 0.11 0.23 0.14
 -------- 14:00 0.10 0.21 0.12
 -------- 15:00 0.08 0.17 0.07
 -------- 16:00 0.09 0.19 0.08
 -------- 17:00 0.08 0.18 0.08
 08.12.12 18:00 0.08 0.18 0.05
 -------- 19:00 0.08 0.16 0.05
 -------- 20:00 0.09 0.17 0.06
 -------- 21:00 0.09 0.19 0.10
 -------- 22:00 0.09 0.17 0.07
 08.12.12 23:00 0.09 0.17 0.08
 -------- 00:00 0.13 0.18 0.14
 -------- 01:00 0.10 0.18 0.12
 -------- 02:00 0.19 0.18 0.22
 -------- 03:00 0.14 0.21 0.25
 09.12.12 04:00 0.12 0.23 0.21
 -------- 05:00 0.10 0.23 0.19
 -------- 06:00 0.11 0.23 0.22
 -------- 07:00 0.14 0.25 0.27
 -------- 08:00 ---- 0.18 0.13
 09.12.12 09:00 ---- 0.14 0.08
 -------- 10:00 ---- 0.17 0.05
 -------- 11:00 ---- 0.19 0.04
