 Date Time CO NO2 NO
 19.03.13 12:00 0.07 0.09 0.04
 -------- 13:00 0.06 0.07 0.10
 -------- 14:00 0.07 0.11 0.08
 -------- 15:00 0.08 0.10 0.04
 -------- 16:00 0.07 0.09 0.04
 19.03.13 17:00 0.07 0.10 0.05
 -------- 18:00 0.12 0.16 0.05
 -------- 19:00 0.07 0.12 0.03
 -------- 20:00 0.08 0.12 0.09
 -------- 21:00 0.09 0.16 0.05
 19.03.13 22:00 0.08 0.17 0.10
 -------- 23:00 0.08 0.17 0.08
 -------- 00:00 0.07 0.17 0.07
 -------- 01:00 0.07 0.18 0.03
 -------- 02:00 0.07 0.18 0.02
 20.03.13 03:00 0.07 0.14 0.02
 -------- 04:00 0.06 0.16 0.02
 -------- 05:00 0.06 0.15 0.02
 -------- 06:00 0.07 0.21 0.03
 -------- 07:00 0.10 0.24 0.06
 20.03.13 08:00 0.10 0.25 0.08
 -------- 09:00 0.12 0.25 0.10
 -------- 10:00 0.13 0.19 0.08
 -------- 11:00 0.09 0.13 0.05
 -------- 12:00 0.08 0.13 0.06
 20.03.13 13:00 0.08 0.11 0.06
 -------- 14:00 0.07 0.09 0.05
 -------- 15:00 0.07 0.08 0.04
 -------- 16:00 0.06 0.09 0.05
 -------- 17:00 0.06 0.08 0.04
 20.03.13 18:00 0.07 0.07 0.04
 -------- 19:00 0.06 0.08 0.03
 -------- 20:00 0.08 0.10 0.03
 -------- 21:00 0.07 0.09 0.02
 -------- 22:00 0.11 0.19 0.06
 20.03.13 23:00 0.11 0.14 0.05
 -------- 00:00 0.07 0.12 0.06
 -------- 01:00 0.06 0.12 0.08
 -------- 02:00 0.05 0.11 0.11
 -------- 03:00 0.04 0.08 0.07
 21.03.13 04:00 0.04 0.16 0.18
 -------- 05:00 0.05 0.29 0.21
 -------- 06:00 0.05 0.38 0.18
 -------- 07:00 0.06 0.26 0.11
 -------- 08:00 0.06 0.10 0.04
 21.03.13 09:00 0.09 0.20 0.06
 -------- 10:00 0.08 0.25 0.10
 -------- 11:00 0.07 0.17 0.12
