 Date Time CO NO2 NO
 08.12.12 12:00 0.14 0.24 0.20
 -------- 13:00 0.11 0.23 0.14
 -------- 14:00 0.10 0.21 0.12
 -------- 15:00 0.08 0.17 0.07
 -------- 16:00 0.09 0.19 0.08
 08.12.12 17:00 0.08 0.18 0.08
 -------- 18:00 0.08 0.18 0.05
 -------- 19:00 0.08 0.16 0.05
 -------- 20:00 0.09 0.17 0.06
 -------- 21:00 0.09 0.19 0.10
 08.12.12 22:00 0.09 0.17 0.07
 -------- 23:00 0.09 0.17 0.08
 -------- 00:00 0.13 0.18 0.14
 -------- 01:00 0.10 0.18 0.12
 -------- 02:00 0.19 0.18 0.22
 09.12.12 03:00 0.14 0.21 0.25
 -------- 04:00 0.12 0.23 0.21
 -------- 05:00 0.10 0.23 0.19
 -------- 06:00 0.11 0.23 0.22
 -------- 07:00 0.14 0.25 0.27
 09.12.12 08:00 ---- 0.18 0.13
 -------- 09:00 ---- 0.14 0.08
 -------- 10:00 ---- 0.17 0.05
 -------- 11:00 ---- 0.19 0.04
 -------- 12:00 ---- 0.16 0.03
 09.12.12 13:00 ---- 0.13 0.02
 -------- 14:00 ---- 0.13 0.02
 -------- 15:00 ---- 0.13 0.02
 -------- 16:00 ---- 0.17 0.02
 -------- 17:00 ---- 0.23 0.04
 09.12.12 18:00 ---- 0.24 0.02
 -------- 19:00 ---- 0.26 0.04
 -------- 20:00 ---- 0.26 0.04
 -------- 21:00 ---- 0.25 0.04
 -------- 22:00 ---- 0.30 0.10
 09.12.12 23:00 ---- 0.37 0.20
 -------- 00:00 ---- 0.39 0.31
 -------- 01:00 ---- 0.39 0.20
 -------- 02:00 ---- 0.42 0.28
 -------- 03:00 ---- 0.43 0.23
 10.12.12 04:00 ---- 0.46 0.30
 -------- 05:00 ---- 0.53 0.44
 -------- 06:00 ---- 0.44 0.27
 -------- 07:00 0.13 0.37 0.14
 -------- 08:00 0.10 0.29 0.07
 10.12.12 09:00 0.11 0.27 0.06
 -------- 10:00 0.10 0.28 0.10
 -------- 11:00 0.09 0.27 0.14
