 Date Time CO NO2 NO
 18.10.12 12:00 0.19 0.17 0.17
 -------- 13:00 0.17 0.17 0.17
 -------- 14:00 0.13 0.15 0.11
 -------- 15:00 0.12 0.15 0.08
 -------- 16:00 0.11 0.16 0.08
 18.10.12 17:00 0.17 0.19 0.13
 -------- 18:00 0.19 0.18 0.14
 -------- 19:00 0.17 0.22 0.11
 -------- 20:00 0.15 0.28 0.08
 -------- 21:00 0.15 0.26 0.11
 18.10.12 22:00 0.13 0.21 0.10
 -------- 23:00 0.15 0.21 0.13
 -------- 00:00 0.13 0.21 0.13
 -------- 01:00 0.11 0.20 0.12
 -------- 02:00 0.09 0.18 0.10
 19.10.12 03:00 0.09 0.18 0.11
 -------- 04:00 0.11 0.19 0.12
 -------- 05:00 0.10 0.20 0.14
 -------- 06:00 0.13 0.18 0.16
 -------- 07:00 0.24 0.24 0.34
 19.10.12 08:00 0.33 0.24 0.41
 -------- 09:00 0.33 0.30 0.49
 -------- 10:00 0.31 0.33 0.53
 -------- 11:00 0.25 0.27 0.36
 -------- 12:00 0.15 0.25 0.18
 19.10.12 13:00 0.12 0.26 0.14
 -------- 14:00 0.10 0.20 0.09
 -------- 15:00 0.07 0.16 0.06
 -------- 16:00 0.08 0.16 0.05
 -------- 17:00 0.08 0.19 0.04
 19.10.12 18:00 0.12 0.20 0.05
 -------- 19:00 0.12 0.19 0.04
 -------- 20:00 0.10 0.19 0.03
 -------- 21:00 0.09 0.16 0.03
 -------- 22:00 0.07 0.09 0.02
 19.10.12 23:00 0.06 0.09 0.02
 -------- 00:00 0.06 0.07 0.02
 -------- 01:00 0.05 0.07 0.02
 -------- 02:00 0.04 0.07 0.02
 -------- 03:00 0.04 0.06 0.02
 20.10.12 04:00 0.04 0.04 0.02
 -------- 05:00 0.04 0.05 0.02
 -------- 06:00 0.04 0.06 0.02
