 Date Time CO NO2 NO
 25.11.12 12:00 0.06 0.29 0.10
 -------- 13:00 0.06 0.31 0.11
 -------- 14:00 0.07 0.32 0.10
 -------- 15:00 0.08 0.32 0.11
 -------- 16:00 0.07 0.32 0.09
 25.11.12 17:00 0.07 0.34 0.07
 -------- 18:00 0.07 0.38 0.10
 -------- 19:00 0.06 0.38 0.10
 -------- 20:00 0.06 0.34 0.07
 -------- 21:00 0.06 0.32 0.06
 25.11.12 22:00 0.06 0.32 0.06
 -------- 23:00 0.08 0.31 0.06
 -------- 00:00 0.07 0.29 0.05
 -------- 01:00 0.06 0.26 0.05
 -------- 02:00 0.05 0.25 0.05
 26.11.12 03:00 0.04 0.22 0.05
 -------- 04:00 0.05 0.23 0.05
 -------- 05:00 0.06 0.25 0.05
 -------- 06:00 0.07 0.23 0.13
 -------- 07:00 0.09 0.27 0.08
 26.11.12 08:00 0.11 0.28 0.10
 -------- 09:00 0.12 0.29 0.11
 -------- 10:00 0.13 0.43 0.38
 -------- 11:00 0.11 0.41 0.18
 -------- 12:00 0.11 0.27 0.13
 26.11.12 13:00 0.10 0.24 0.12
 -------- 14:00 0.10 0.24 0.11
 -------- 15:00 0.11 0.25 0.13
 -------- 16:00 0.11 0.25 0.15
 -------- 17:00 0.11 0.27 0.18
 26.11.12 18:00 0.12 0.27 0.19
 -------- 19:00 0.10 0.24 0.16
 -------- 20:00 0.09 0.25 0.16
 -------- 21:00 0.09 0.23 0.15
 -------- 22:00 0.10 0.22 0.14
 26.11.12 23:00 0.08 0.20 0.11
 -------- 00:00 0.06 0.20 0.10
 -------- 01:00 0.07 0.19 0.10
 -------- 02:00 0.05 0.17 0.08
 -------- 03:00 0.04 0.17 0.07
 27.11.12 04:00 0.05 0.21 0.09
 -------- 05:00 0.05 0.18 0.08
 -------- 06:00 0.07 0.27 0.14
 -------- 07:00 0.09 0.27 0.18
 -------- 08:00 0.10 0.26 0.15
 27.11.12 09:00 0.11 0.27 0.20
 -------- 10:00 0.11 0.27 0.20
 -------- 11:00 0.09 0.28 0.18
