 Date Time CO SO2 H2S NO2 CHX NO
 03.03.13 12:00 0.10 0.00 0.12 0.33 1.64 0.07
 -------- 13:00 0.08 0.01 0.12 0.27 1.58 0.05
 -------- 14:00 0.07 0.00 0.12 0.23 1.52 0.03
 -------- 15:00 0.06 0.00 ---- 0.18 1.49 0.02
 -------- 16:00 0.06 0.00 ---- 0.17 1.48 0.02
 03.03.13 17:00 0.05 0.00 ---- 0.19 1.47 0.01
 -------- 18:00 0.05 0.00 ---- 0.20 1.46 0.01
 -------- 19:00 0.06 0.00 ---- 0.28 1.51 0.01
 -------- 20:00 0.05 0.00 0.12 0.21 1.52 0.01
 -------- 21:00 0.04 0.00 0.12 0.21 1.52 0.00
 03.03.13 22:00 0.04 0.00 ---- 0.16 1.49 0.00
 -------- 23:00 0.04 0.00 ---- 0.14 1.44 0.00
 -------- 00:00 0.05 0.00 ---- 0.13 1.46 0.00
 -------- 01:00 0.05 0.00 ---- 0.11 1.67 0.00
 -------- 02:00 0.05 0.00 ---- 0.11 1.68 0.00
 04.03.13 03:00 0.04 ---- ---- 0.11 1.58 0.00
 -------- 04:00 0.05 ---- ---- 0.13 1.46 0.01
 -------- 05:00 0.06 ---- ---- 0.13 1.44 0.00
 -------- 06:00 0.06 ---- ---- 0.14 1.45 0.00
 -------- 07:00 0.06 ---- ---- 0.16 1.46 0.00
 04.03.13 08:00 0.07 ---- ---- 0.19 1.46 0.01
 -------- 09:00 0.08 ---- ---- 0.24 1.49 0.02
 -------- 10:00 0.07 0.00 ---- 0.24 1.48 0.03
 -------- 11:00 0.06 0.00 0.12 0.18 1.48 0.02
 -------- 12:00 0.06 0.00 0.21 0.16 1.47 0.02
 04.03.13 13:00 0.05 0.00 0.21 0.14 1.46 0.02
 -------- 14:00 0.06 0.00 0.25 0.17 1.47 0.02
 -------- 15:00 0.06 0.00 0.21 0.16 1.48 0.02
 -------- 16:00 0.06 0.00 0.25 0.15 1.47 0.02
 -------- 17:00 0.05 0.00 0.25 0.18 1.48 0.02
 04.03.13 18:00 0.07 0.00 0.17 0.24 1.52 0.02
 -------- 19:00 0.08 0.00 0.21 0.27 1.53 0.02
 -------- 20:00 0.11 0.00 0.25 0.29 1.54 0.01
 -------- 21:00 0.09 0.00 0.25 0.32 1.53 0.02
 -------- 22:00 0.08 0.00 0.21 0.28 1.51 0.01
 04.03.13 23:00 0.06 0.00 0.25 0.31 1.51 0.01
 -------- 00:00 0.07 0.01 0.25 0.31 1.60 0.01
 -------- 01:00 0.06 0.01 0.25 0.27 1.51 0.01
 -------- 02:00 0.06 0.01 0.25 0.26 1.51 0.01
 -------- 03:00 0.06 0.01 0.25 0.30 1.59 0.01
 05.03.13 04:00 0.06 0.00 0.25 0.32 1.57 0.01
 -------- 05:00 0.07 0.00 0.25 0.37 1.61 0.02
 -------- 06:00 0.09 0.00 0.25 0.40 1.61 0.04
 -------- 07:00 0.18 0.00 0.25 0.47 1.76 0.29
 -------- 08:00 0.22 0.01 0.25 0.50 1.85 0.39
 05.03.13 09:00 0.19 0.01 0.25 0.50 1.90 0.28
 -------- 10:00 0.17 0.01 0.25 0.47 1.87 0.21
 -------- 11:00 0.11 0.00 0.12 0.32 1.63 0.09
