 Date Time CO SO2 H2S NO2 CHX NO
 29.03.13 12:00 0.23 0.01 0.12 0.28 1.50 0.05
 -------- 13:00 0.19 0.01 0.12 0.18 1.46 0.02
 -------- 14:00 0.18 0.01 0.21 0.19 1.47 0.02
 -------- 15:00 0.18 0.02 0.25 0.18 1.47 0.02
 -------- 16:00 0.18 0.02 0.25 0.18 1.45 0.02
 29.03.13 17:00 0.12 0.02 0.38 0.18 1.47 0.01
 -------- 18:00 0.12 0.01 0.38 0.21 1.48 0.01
 -------- 19:00 0.12 0.01 0.38 0.22 1.46 0.01
 -------- 20:00 0.14 0.01 0.38 0.45 1.64 0.04
 -------- 21:00 0.18 0.01 0.38 0.60 1.91 0.27
 29.03.13 22:00 0.43 0.01 0.50 0.81 3.73 1.07
 -------- 23:00 0.63 0.01 0.46 0.81 2.83 1.24
 -------- 00:00 0.67 0.01 0.46 0.75 2.82 1.37
 -------- 01:00 0.66 0.01 0.38 0.72 2.51 0.95
 -------- 02:00 0.51 0.01 0.33 0.67 2.22 0.69
 30.03.13 03:00 0.46 0.01 0.33 0.67 2.39 0.75
 -------- 04:00 0.45 0.01 0.29 0.67 2.30 0.69
 -------- 05:00 0.38 0.01 0.29 0.66 2.29 0.45
 -------- 06:00 0.28 0.01 0.25 0.61 2.29 0.29
 -------- 07:00 0.31 0.01 0.33 0.69 2.46 0.66
 30.03.13 08:00 0.27 0.01 0.29 0.67 2.24 0.45
 -------- 09:00 0.23 0.04 0.62 0.60 2.00 0.20
 -------- 10:00 0.21 0.09 0.67 0.48 1.86 0.07
 -------- 11:00 0.17 0.10 0.50 0.55 1.72 0.17
 -------- 12:00 0.16 0.09 0.38 0.60 1.55 0.32
 30.03.13 13:00 0.14 0.03 0.25 0.25 1.48 0.03
 -------- 14:00 0.12 0.02 0.25 0.20 1.47 0.01
 -------- 15:00 0.10 0.02 0.21 0.19 1.46 0.01
 -------- 16:00 0.10 0.01 0.25 0.21 1.47 0.01
 -------- 17:00 0.11 0.02 0.25 0.42 1.51 0.06
 30.03.13 18:00 0.12 0.01 0.25 0.21 1.48 0.00
 -------- 19:00 0.11 0.01 0.12 0.19 1.45 0.00
 -------- 20:00 0.10 0.01 0.17 0.20 1.49 ----
 -------- 21:00 0.11 0.01 0.12 0.22 1.51 ----
 -------- 22:00 0.11 0.01 0.12 0.22 1.49 ----
 30.03.13 23:00 0.12 0.01 0.17 0.25 1.48 ----
 -------- 00:00 0.11 0.01 0.12 0.22 1.46 0.01
 -------- 01:00 0.10 0.01 0.12 0.19 1.44 ----
 -------- 02:00 0.10 0.01 0.12 0.19 1.44 ----
 -------- 03:00 0.09 0.01 0.12 0.18 1.44 0.00
 31.03.13 04:00 0.08 0.01 0.12 0.18 1.44 0.00
 -------- 05:00 0.08 0.01 0.12 0.20 1.46 0.00
 -------- 06:00 0.08 0.01 0.12 0.28 1.48 0.01
 -------- 07:00 0.10 0.01 0.17 0.45 1.52 0.03
 -------- 08:00 0.10 0.01 0.25 0.26 1.55 0.01
 31.03.13 09:00 0.12 0.01 0.17 0.30 1.54 0.03
 -------- 10:00 0.12 0.01 0.12 0.32 1.55 0.02
 -------- 11:00 0.12 0.01 0.12 0.27 1.54 0.01
