 Date Time CO NO2 CHX NO
 26.01.13 00:00 ---- 0.42 1.60 0.10
 -------- 01:00 ---- 0.41 1.59 0.10
 -------- 02:00 ---- 0.42 1.60 0.10
 -------- 03:00 ---- 0.41 1.56 0.08
 -------- 04:00 ---- 0.39 1.55 0.05
 26.01.13 05:00 ---- 0.40 1.57 0.08
 -------- 06:00 ---- 0.40 1.57 0.07
 -------- 07:00 ---- 0.38 1.54 0.03
 -------- 08:00 ---- 0.39 1.61 0.05
 -------- 09:00 ---- 0.41 1.66 0.10
 26.01.13 10:00 ---- 0.41 1.72 0.15
 -------- 11:00 0.10 0.41 1.71 0.17
 -------- 12:00 0.11 0.40 1.74 0.17
 -------- 13:00 0.11 0.39 1.71 0.16
 -------- 14:00 0.10 0.38 1.69 0.13
 26.01.13 15:00 0.11 0.41 1.76 0.14
 -------- 16:00 0.11 0.43 1.71 0.13
 -------- 17:00 0.11 0.44 1.70 0.11
 -------- 18:00 0.12 0.47 1.75 0.13
 -------- 19:00 0.12 0.46 1.71 0.12
 26.01.13 20:00 0.09 0.44 1.66 0.08
 -------- 21:00 0.08 0.39 1.59 0.03
 -------- 22:00 0.10 0.43 1.64 0.07
 -------- 23:00 0.09 0.42 1.67 0.08
 -------- 00:00 0.13 0.43 1.76 0.16
 27.01.13 01:00 0.09 0.43 1.67 0.09
 -------- 02:00 0.08 0.43 1.64 0.05
 -------- 03:00 0.07 0.42 1.63 0.04
 -------- 04:00 0.08 0.42 1.63 0.04
 -------- 05:00 0.06 0.40 1.58 0.02
 27.01.13 06:00 0.06 0.36 1.56 0.01
 -------- 07:00 0.06 0.43 1.60 0.02
 -------- 08:00 0.07 0.41 1.61 0.03
 -------- 09:00 0.13 0.47 1.77 0.16
 -------- 10:00 0.14 0.46 1.78 0.23
 27.01.13 11:00 0.15 0.44 1.77 0.22
 -------- 12:00 0.16 0.45 1.78 0.23
 -------- 13:00 0.15 0.46 1.79 0.22
 -------- 14:00 0.09 0.32 1.61 0.07
 -------- 15:00 0.09 0.36 1.63 0.08
 27.01.13 16:00 0.10 0.40 1.65 0.10
 -------- 17:00 0.10 0.42 1.63 0.08
 -------- 18:00 0.14 0.48 1.82 0.15
 -------- 19:00 0.14 0.48 1.85 0.15
 -------- 20:00 0.15 0.47 1.89 0.15
 27.01.13 21:00 0.15 0.47 1.93 0.18
 -------- 22:00 0.15 0.47 1.95 0.21
 -------- 23:00 0.21 0.51 2.01 0.47
