 Date Time CO NO2 CHX NO
 22.10.12 23:00 0.04 0.09 1.38 0.01
 -------- 00:00 0.04 0.10 1.40 0.01
 -------- 01:00 0.04 0.08 1.39 0.01
 -------- 02:00 0.04 0.08 1.41 0.01
 -------- 03:00 0.04 0.08 1.38 0.01
 23.10.12 04:00 0.04 0.08 1.39 0.01
 -------- 05:00 0.04 0.07 1.41 0.01
 -------- 06:00 0.05 0.15 1.44 0.02
 -------- 07:00 0.05 0.12 1.50 0.01
 -------- 08:00 0.06 0.14 1.50 0.03
 23.10.12 09:00 0.05 0.15 1.48 0.02
 -------- 10:00 0.05 0.19 1.46 0.02
 -------- 11:00 0.06 0.19 1.44 0.03
 -------- 12:00 0.06 0.23 1.45 0.03
 -------- 13:00 0.07 0.24 1.46 0.04
 23.10.12 14:00 0.06 0.20 1.43 0.03
 -------- 15:00 0.06 0.24 1.44 0.04
 -------- 16:00 0.07 0.25 1.44 0.03
 -------- 17:00 0.08 0.27 1.44 0.04
 -------- 18:00 0.08 0.26 1.45 0.04
 23.10.12 19:00 0.09 0.25 1.45 0.04
 -------- 20:00 0.07 0.23 1.45 0.03
 -------- 21:00 0.06 0.23 1.44 0.02
 -------- 22:00 0.07 0.27 1.46 0.03
 -------- 23:00 0.08 0.30 1.46 0.05
 24.10.12 00:00 0.07 0.30 1.47 0.05
 -------- 01:00 0.06 0.28 1.55 0.04
 -------- 02:00 0.06 0.24 1.48 0.02
 -------- 03:00 0.06 0.24 1.47 0.02
 -------- 04:00 0.06 0.24 1.48 0.03
 24.10.12 05:00 0.06 0.24 1.48 0.05
 -------- 06:00 0.07 0.24 1.53 0.09
 -------- 07:00 0.11 0.25 1.59 0.15
 -------- 08:00 0.13 0.26 1.63 0.18
 -------- 09:00 0.13 0.23 1.84 0.15
 24.10.12 10:00 0.15 0.24 1.65 0.19
 -------- 11:00 0.13 0.26 1.64 0.18
 -------- 12:00 0.10 0.26 1.63 0.13
 -------- 13:00 0.11 0.28 1.62 0.16
 -------- 14:00 0.11 0.30 1.56 0.10
 24.10.12 15:00 0.09 0.31 1.53 0.08
 -------- 16:00 0.08 0.31 1.53 0.07
 -------- 17:00 0.09 0.31 1.50 0.07
 -------- 18:00 0.09 0.29 1.52 0.06
 -------- 19:00 0.08 0.29 1.51 0.04
 24.10.12 20:00 0.08 0.31 1.51 0.05
 -------- 21:00 0.09 0.32 1.52 0.04
 -------- 22:00 0.10 0.34 1.59 0.07
