 Date Time CO NO2 CHX NO
 04.01.13 00:00 0.06 0.25 1.50 0.01
 -------- 01:00 0.07 0.24 1.52 0.01
 -------- 02:00 0.06 0.24 1.52 0.01
 -------- 03:00 0.06 0.22 1.52 0.01
 -------- 04:00 0.06 0.22 1.50 0.01
 04.01.13 05:00 0.06 0.19 1.48 0.01
 -------- 06:00 0.05 0.18 1.47 0.01
 -------- 07:00 0.06 0.22 1.47 0.01
 -------- 08:00 0.06 0.23 1.47 0.01
 -------- 09:00 0.06 0.26 1.47 0.01
 04.01.13 10:00 0.07 0.30 1.53 0.04
 -------- 11:00 0.11 0.33 1.60 0.12
 -------- 12:00 0.09 0.33 1.56 0.09
 -------- 13:00 0.08 0.31 1.56 0.05
 -------- 14:00 0.10 0.31 1.58 0.07
 04.01.13 15:00 0.09 0.33 1.56 0.06
 -------- 16:00 0.09 0.34 1.56 0.07
 -------- 17:00 0.11 0.35 1.61 0.10
 -------- 18:00 0.11 0.36 1.60 0.09
 -------- 19:00 0.09 0.35 1.57 0.06
 04.01.13 20:00 0.10 0.36 1.59 0.07
 -------- 21:00 0.10 0.36 1.58 0.08
 -------- 22:00 0.11 0.36 1.62 0.08
 -------- 23:00 0.13 0.35 1.69 0.13
 -------- 00:00 0.11 0.34 1.62 0.10
 05.01.13 01:00 0.14 0.34 1.67 0.17
 -------- 02:00 0.16 0.33 1.81 0.21
 -------- 03:00 0.15 0.36 2.41 0.17
 -------- 04:00 0.13 0.36 2.45 0.15
 -------- 05:00 0.09 0.36 1.97 0.06
 05.01.13 06:00 0.10 0.33 1.89 0.08
 -------- 07:00 0.11 0.34 2.13 0.10
 -------- 08:00 0.12 0.37 1.99 0.18
 -------- 09:00 0.13 0.37 1.72 0.19
 -------- 10:00 0.18 0.34 1.95 0.19
 05.01.13 11:00 0.15 0.34 1.97 0.19
 -------- 12:00 0.13 0.38 2.07 0.14
 -------- 13:00 0.13 0.38 1.75 0.13
 -------- 14:00 0.10 0.34 1.64 0.08
 -------- 16:00 0.12 0.07 ---- 0.01
 05.01.13 17:00 0.13 0.33 1.24 0.12
 -------- 18:00 0.12 0.32 1.58 0.08
 -------- 19:00 0.12 0.31 1.62 0.10
 -------- 20:00 0.11 0.29 1.56 0.06
 -------- 21:00 0.11 0.28 1.54 0.06
 05.01.13 22:00 0.10 0.26 1.53 0.03
 -------- 23:00 0.10 0.25 1.50 0.03
