 Date Time CO NO2 CHX NO
 01.10.12 23:00 0.17 0.33 1.56 0.21
 -------- 00:00 0.19 0.32 1.59 0.21
 -------- 01:00 0.17 0.29 1.60 0.20
 -------- 02:00 0.19 0.31 1.79 0.39
 -------- 03:00 0.22 0.23 1.97 0.40
 02.10.12 04:00 0.19 0.22 2.32 0.30
 -------- 05:00 0.13 0.25 1.73 0.20
 -------- 06:00 0.13 0.26 1.73 0.21
 -------- 07:00 0.19 0.28 1.74 0.25
 -------- 08:00 0.24 0.29 1.88 0.35
 02.10.12 09:00 0.27 0.33 2.07 0.45
 -------- 10:00 0.32 0.39 2.14 0.48
 -------- 11:00 0.25 0.42 1.83 0.34
 -------- 12:00 0.11 0.30 1.52 0.11
 -------- 13:00 0.06 0.20 1.44 0.04
 02.10.12 14:00 0.06 0.20 1.45 0.04
 -------- 15:00 0.05 0.18 1.42 0.02
 -------- 16:00 0.04 0.16 1.40 0.02
 -------- 17:00 0.07 0.24 1.40 0.03
 -------- 18:00 0.07 0.28 1.43 0.03
 02.10.12 19:00 0.11 0.33 1.48 0.05
 -------- 20:00 0.25 0.37 1.78 0.26
 -------- 21:00 0.21 0.37 1.88 0.26
 -------- 22:00 0.19 0.35 1.94 0.21
 -------- 23:00 0.17 0.34 1.86 0.22
 03.10.12 00:00 0.13 0.32 1.59 0.16
 -------- 01:00 0.10 0.32 1.60 0.15
 -------- 02:00 0.09 0.28 1.60 0.10
 -------- 03:00 0.09 0.29 1.57 0.11
 -------- 04:00 0.08 0.26 1.58 0.10
 03.10.12 05:00 0.08 0.25 1.50 0.09
 -------- 06:00 0.10 0.25 1.47 0.08
 -------- 07:00 0.11 0.25 1.46 0.08
 -------- 08:00 0.12 0.26 1.51 0.10
 -------- 09:00 0.12 0.27 1.55 0.10
 03.10.12 10:00 0.13 0.27 1.59 0.10
 -------- 11:00 0.11 0.27 1.59 0.09
 -------- 12:00 0.13 0.26 1.51 0.09
 -------- 13:00 0.10 0.25 1.47 0.08
 -------- 14:00 0.10 0.25 1.47 0.07
 03.10.12 15:00 0.13 0.27 1.57 0.13
 -------- 16:00 0.13 0.26 1.61 0.10
 -------- 17:00 0.14 0.27 1.67 0.12
 -------- 18:00 0.16 0.28 1.62 0.16
 -------- 19:00 0.16 0.27 1.75 0.17
 03.10.12 20:00 0.18 0.26 1.77 0.20
 -------- 21:00 0.19 0.26 2.17 0.20
 -------- 22:00 0.21 0.24 2.02 0.25
