 Date Time CO NO2 CHX NO
 17.02.13 12:00 0.07 0.24 1.59 0.03
 -------- 13:00 0.07 0.23 1.59 0.03
 -------- 14:00 0.07 0.27 1.58 0.05
 -------- 15:00 0.07 0.27 1.57 0.04
 -------- 16:00 0.07 0.26 1.57 0.03
 17.02.13 17:00 0.07 0.29 1.55 0.03
 -------- 18:00 0.06 0.32 1.54 0.02
 -------- 19:00 0.06 0.30 1.54 0.02
 -------- 20:00 0.07 0.27 1.54 0.01
 -------- 21:00 0.08 0.31 1.54 0.02
 17.02.13 22:00 0.07 0.25 1.60 0.01
 -------- 23:00 0.09 0.26 1.57 0.02
 -------- 00:00 0.08 0.24 1.54 0.01
 -------- 01:00 0.07 0.22 1.52 0.01
 -------- 02:00 0.06 0.18 1.49 0.00
 18.02.13 03:00 0.06 0.22 1.49 0.00
 -------- 04:00 0.04 0.20 1.49 0.00
 -------- 05:00 0.04 0.20 1.48 0.00
 -------- 06:00 0.06 0.20 1.48 0.01
 -------- 07:00 0.08 0.27 1.54 0.02
 18.02.13 08:00 0.09 0.33 1.55 0.03
 -------- 09:00 0.08 0.36 1.56 0.03
 -------- 10:00 0.07 0.32 1.53 0.04
 -------- 11:00 0.06 0.28 1.52 0.03
 -------- 12:00 0.07 0.27 1.52 0.04
 18.02.13 13:00 0.07 0.26 1.51 0.03
 -------- 14:00 0.06 0.27 1.50 0.04
 -------- 15:00 0.07 0.29 1.54 0.04
 -------- 16:00 0.10 0.41 1.71 0.08
 -------- 17:00 0.09 0.39 1.70 0.05
 18.02.13 18:00 0.11 0.40 1.65 0.05
 -------- 19:00 0.12 0.39 1.71 0.05
 -------- 20:00 0.09 0.37 1.61 0.03
 -------- 21:00 0.09 0.34 1.58 0.03
 -------- 22:00 0.09 0.31 1.60 0.02
 18.02.13 23:00 0.09 0.32 1.63 0.02
 -------- 00:00 0.09 0.33 1.63 0.02
 -------- 01:00 0.08 0.35 1.60 0.02
 -------- 02:00 0.08 0.32 1.61 0.01
 -------- 03:00 0.08 0.34 1.61 0.01
 19.02.13 04:00 0.07 0.28 1.58 0.01
 -------- 05:00 0.07 0.31 1.61 0.01
 -------- 06:00 0.08 0.36 1.64 0.02
 -------- 07:00 0.09 0.36 1.65 0.03
 -------- 08:00 0.11 0.38 1.71 0.06
 19.02.13 09:00 0.11 0.41 1.73 0.08
 -------- 10:00 0.13 0.39 1.72 0.06
 -------- 11:00 0.10 0.40 1.71 0.07
