 Date Time CO NO2 CHX NO
 15.02.13 00:00 0.09 0.43 2.29 0.03
 -------- 01:00 0.08 0.44 2.06 0.02
 -------- 02:00 0.08 0.44 2.06 0.03
 -------- 03:00 0.08 0.42 1.94 0.02
 -------- 04:00 0.08 0.43 1.97 0.05
 15.02.13 05:00 0.09 0.43 2.03 0.06
 -------- 06:00 0.09 0.41 2.57 0.03
 -------- 07:00 0.08 0.40 2.11 0.03
 -------- 08:00 0.10 0.42 2.52 0.04
 -------- 09:00 0.09 0.40 2.66 0.04
 15.02.13 10:00 0.12 0.41 2.49 0.08
 -------- 11:00 0.11 0.42 1.84 0.11
 -------- 12:00 0.15 0.46 1.74 0.24
 -------- 13:00 0.16 0.47 1.72 0.21
 -------- 14:00 0.13 0.45 1.67 0.18
 15.02.13 15:00 0.12 0.41 1.67 0.11
 -------- 16:00 0.12 0.44 1.75 0.11
 -------- 17:00 0.11 0.47 1.77 0.09
 -------- 18:00 0.09 0.44 1.63 0.03
 -------- 19:00 0.12 0.50 1.83 0.07
 15.02.13 20:00 0.13 0.53 1.85 0.10
 -------- 21:00 0.12 0.53 1.99 0.08
 -------- 22:00 0.11 0.52 1.91 0.08
 -------- 23:00 0.11 0.46 1.96 0.03
 -------- 00:00 0.13 0.48 2.14 0.06
 16.02.13 01:00 0.17 0.46 2.56 0.22
 -------- 02:00 0.17 0.46 2.89 0.20
 -------- 03:00 0.14 0.48 2.98 0.17
 -------- 04:00 0.19 0.46 2.84 0.32
 -------- 05:00 0.15 0.47 2.17 0.16
 16.02.13 06:00 0.15 0.48 2.11 0.20
 -------- 07:00 0.17 0.47 2.50 0.30
 -------- 08:00 0.25 0.50 2.56 0.46
 -------- 09:00 0.23 0.51 2.57 0.41
 -------- 10:00 0.21 0.56 3.07 0.36
 16.02.13 11:00 0.18 0.54 2.94 0.27
 -------- 12:00 0.15 0.50 2.11 0.21
 -------- 13:00 0.15 0.50 1.91 0.20
 -------- 14:00 0.15 0.47 1.80 0.16
 -------- 15:00 0.14 0.46 1.71 0.13
 16.02.13 16:00 0.15 0.51 1.76 0.15
 -------- 17:00 0.14 0.49 1.71 0.11
 -------- 18:00 0.11 0.45 1.61 0.05
 -------- 19:00 0.08 0.32 1.54 0.02
 -------- 20:00 0.09 0.33 1.59 0.03
 16.02.13 21:00 0.09 0.34 1.58 0.03
 -------- 22:00 0.08 0.31 1.58 0.02
 -------- 23:00 0.06 0.23 1.52 0.01
