 Date Time CO NO2 CHX NO
 03.11.12 00:00 0.04 0.19 1.43 0.01
 -------- 01:00 0.05 0.17 1.45 0.01
 -------- 02:00 0.06 0.16 1.48 0.01
 -------- 03:00 0.06 0.18 1.45 0.01
 -------- 04:00 0.06 0.19 1.45 0.01
 03.11.12 05:00 0.06 0.21 1.47 0.02
 -------- 06:00 0.06 0.23 1.47 0.03
 -------- 07:00 0.08 0.25 1.47 0.04
 -------- 08:00 0.09 0.26 1.47 0.04
 -------- 09:00 0.09 0.28 1.49 0.06
 03.11.12 10:00 0.10 0.28 1.50 0.07
 -------- 11:00 0.10 0.26 1.50 0.06
 -------- 12:00 0.09 0.26 1.49 0.05
 -------- 13:00 0.08 0.26 1.48 0.05
 -------- 14:00 0.09 0.28 1.49 0.06
 03.11.12 15:00 0.08 0.29 1.57 0.08
 -------- 16:00 0.08 0.26 1.62 0.05
 -------- 17:00 0.08 0.23 1.63 0.04
 -------- 18:00 0.08 0.21 1.66 0.04
 -------- 19:00 0.08 0.20 1.65 0.03
 03.11.12 20:00 0.09 0.21 1.56 0.04
 -------- 21:00 0.09 0.21 1.53 0.05
 -------- 22:00 0.10 0.21 1.52 0.06
 -------- 23:00 0.09 0.19 1.50 0.05
 -------- 00:00 0.08 0.18 1.49 0.04
 04.11.12 01:00 0.08 0.17 1.49 0.03
 -------- 02:00 0.07 0.17 1.50 0.03
 -------- 03:00 0.08 0.17 1.48 0.03
 -------- 04:00 0.08 0.18 1.48 0.03
 -------- 05:00 0.08 0.17 1.49 0.02
 04.11.12 06:00 0.08 0.20 1.52 0.04
 -------- 07:00 0.08 0.18 1.46 0.02
 -------- 08:00 0.08 0.20 1.46 0.03
 -------- 09:00 0.08 0.20 1.45 0.03
 -------- 10:00 0.08 0.19 1.45 0.04
 04.11.12 11:00 0.08 0.18 1.44 0.03
 -------- 12:00 0.08 0.20 1.44 0.03
 -------- 13:00 0.09 0.20 1.46 0.04
 -------- 14:00 0.10 0.23 1.47 0.04
 -------- 15:00 0.08 0.20 1.44 0.03
 04.11.12 16:00 0.08 0.18 1.42 0.02
 -------- 17:00 0.08 0.20 1.42 0.03
 -------- 18:00 0.08 0.22 1.43 0.03
 -------- 19:00 0.08 0.24 1.43 0.03
 -------- 20:00 0.07 0.22 1.42 0.03
 04.11.12 21:00 0.07 0.20 1.42 0.02
 -------- 22:00 0.06 0.18 1.41 0.02
