 Date Time CO NO2 CHX NO
 26.11.12 00:00 0.06 0.23 1.53 0.03
 -------- 01:00 0.06 0.25 1.54 0.03
 -------- 02:00 0.06 0.24 1.56 0.03
 -------- 03:00 0.04 0.20 1.59 0.01
 -------- 04:00 0.04 0.19 1.59 0.01
 26.11.12 05:00 0.05 0.21 1.56 0.02
 -------- 06:00 0.06 0.22 1.65 0.04
 -------- 07:00 0.07 0.23 1.65 0.06
 -------- 08:00 0.10 0.24 1.70 0.12
 -------- 09:00 0.11 0.24 1.73 0.13
 26.11.12 10:00 0.12 0.24 1.71 0.18
 -------- 11:00 0.12 0.23 1.64 0.15
 -------- 12:00 0.11 0.22 1.62 0.15
 -------- 13:00 0.11 0.21 1.62 0.12
 -------- 14:00 0.11 0.21 1.63 0.14
 26.11.12 15:00 0.13 0.21 1.66 0.17
 -------- 16:00 0.12 0.20 1.67 0.18
 -------- 17:00 0.11 0.20 1.70 0.18
 -------- 18:00 0.11 0.19 1.65 0.15
 -------- 19:00 0.10 0.18 1.59 0.10
 26.11.12 20:00 0.10 0.17 1.61 0.11
 -------- 21:00 0.09 0.17 1.59 0.10
 -------- 22:00 0.09 0.16 1.55 0.07
 -------- 23:00 0.08 0.16 1.54 0.06
 -------- 00:00 0.08 0.17 1.56 0.08
 27.11.12 01:00 0.07 0.17 1.53 0.05
 -------- 02:00 0.06 0.17 1.66 0.05
 -------- 03:00 0.05 0.15 2.03 0.03
 -------- 04:00 0.06 0.15 1.67 0.03
 -------- 05:00 0.05 0.16 1.60 0.04
 27.11.12 06:00 0.06 0.15 1.54 0.03
 -------- 07:00 0.06 0.17 1.51 0.02
 -------- 08:00 0.09 0.24 1.57 0.08
 -------- 09:00 0.12 0.23 1.62 0.15
 -------- 10:00 0.13 0.22 1.64 0.16
 27.11.12 11:00 0.11 0.20 1.57 0.12
 -------- 12:00 0.12 0.20 1.62 0.15
 -------- 13:00 0.12 0.21 1.59 0.15
 -------- 14:00 0.10 0.20 1.57 0.14
 -------- 15:00 0.10 0.21 1.57 0.14
 27.11.12 16:00 0.10 0.20 1.57 0.10
 -------- 17:00 0.09 0.19 1.56 0.08
 -------- 18:00 0.08 0.20 1.53 0.05
 -------- 19:00 0.06 0.19 1.51 0.02
 -------- 20:00 0.07 0.22 1.53 0.04
 27.11.12 21:00 0.08 0.24 1.57 0.08
 -------- 22:00 0.08 0.24 1.56 0.07
 -------- 23:00 0.07 0.23 1.53 0.05
