 Date Time CO NO2 CHX NO
 23.01.13 12:00 0.19 0.49 1.96 0.41
 -------- 13:00 0.15 0.44 1.78 0.29
 -------- 14:00 0.12 0.41 1.73 0.22
 -------- 15:00 0.11 0.41 1.70 0.20
 -------- 16:00 0.09 0.41 1.60 0.13
 23.01.13 17:00 0.10 0.45 1.63 0.15
 -------- 18:00 0.14 0.48 1.88 0.23
 -------- 19:00 0.11 0.46 1.66 0.15
 -------- 20:00 0.14 0.47 1.73 0.16
 -------- 21:00 0.13 0.47 1.69 0.21
 23.01.13 22:00 0.07 0.33 1.54 0.05
 -------- 23:00 0.06 0.40 1.54 0.06
 -------- 00:00 0.09 0.41 1.56 0.06
 -------- 01:00 0.09 0.45 1.61 0.19
 -------- 02:00 0.09 0.43 1.66 0.17
 24.01.13 03:00 0.11 0.45 1.82 0.23
 -------- 04:00 0.18 0.46 1.97 0.44
 -------- 05:00 0.31 0.55 2.56 0.80
 -------- 06:00 0.33 0.69 2.41 1.34
 -------- 07:00 0.23 0.58 2.11 0.74
 24.01.13 08:00 0.25 0.60 2.17 0.77
 -------- 09:00 0.27 0.60 2.22 0.79
 -------- 10:00 0.29 0.63 2.39 0.84
 -------- 11:00 0.19 0.53 2.18 0.47
 -------- 12:00 0.15 0.47 1.89 0.32
 24.01.13 13:00 0.15 0.48 1.84 0.32
 -------- 14:00 0.13 0.48 1.75 0.27
 -------- 15:00 0.15 0.49 1.75 0.30
 -------- 16:00 0.15 0.49 1.78 0.30
 -------- 17:00 ---- 0.53 1.85 0.24
 24.01.13 18:00 ---- 0.40 1.53 0.03
 -------- 19:00 ---- 0.36 1.51 0.02
 -------- 20:00 ---- 0.34 1.51 0.02
 -------- 21:00 ---- 0.36 1.51 0.02
 -------- 22:00 ---- 0.38 1.51 0.03
 24.01.13 23:00 ---- 0.28 1.48 0.01
 -------- 00:00 ---- 0.29 1.47 0.01
 -------- 01:00 ---- 0.27 1.49 0.01
 -------- 02:00 ---- 0.36 1.51 0.01
 -------- 03:00 ---- 0.30 1.49 0.01
 25.01.13 04:00 ---- 0.33 1.51 0.02
 -------- 05:00 ---- 0.36 1.49 0.02
 -------- 06:00 ---- 0.30 1.51 0.01
 -------- 07:00 ---- 0.33 1.51 0.02
 -------- 08:00 ---- 0.31 1.54 0.02
 25.01.13 09:00 ---- 0.30 1.55 0.03
 -------- 10:00 ---- 0.25 1.50 0.03
 -------- 11:00 ---- 0.24 1.50 0.04
