 Date Time CO NO2 CHX NO
 14.10.12 12:00 0.09 0.21 1.52 0.05
 -------- 13:00 0.08 0.20 1.46 0.03
 -------- 14:00 0.08 0.21 1.44 0.03
 -------- 15:00 0.10 0.27 1.47 0.04
 -------- 16:00 0.11 0.27 1.51 0.05
 14.10.12 17:00 0.13 0.33 1.61 0.09
 -------- 18:00 0.19 0.34 1.61 0.15
 -------- 19:00 0.19 0.34 1.67 0.15
 -------- 20:00 0.17 0.35 1.71 0.12
 -------- 21:00 0.14 0.34 1.66 0.08
 14.10.12 22:00 0.13 0.31 1.54 0.06
 -------- 23:00 0.17 0.31 1.61 0.13
 -------- 00:00 0.19 0.31 1.78 0.17
 -------- 01:00 0.15 0.31 1.81 0.11
 -------- 02:00 0.12 0.30 1.86 0.09
 15.10.12 03:00 0.10 0.30 1.77 0.09
 -------- 04:00 0.10 0.28 1.68 0.07
 -------- 05:00 0.12 0.29 1.70 0.17
 -------- 06:00 0.19 0.29 1.72 0.36
 -------- 07:00 0.23 0.28 1.74 0.41
 15.10.12 08:00 0.37 0.29 1.92 0.58
 -------- 09:00 0.29 0.32 1.82 0.50
 -------- 10:00 0.22 0.33 1.74 0.35
 -------- 11:00 0.19 0.33 1.78 0.30
 -------- 12:00 0.13 0.30 1.59 0.16
 15.10.12 13:00 0.11 0.30 1.56 0.13
 -------- 14:00 0.08 0.26 1.47 0.07
 -------- 15:00 0.06 0.24 1.43 0.05
 -------- 16:00 0.07 0.24 1.43 0.04
 -------- 17:00 0.07 0.28 1.45 0.03
 15.10.12 18:00 0.08 0.32 1.46 0.03
 -------- 19:00 0.09 0.34 1.44 0.02
 -------- 20:00 0.07 0.33 1.41 0.03
 -------- 21:00 0.07 0.32 1.41 0.04
 -------- 22:00 0.06 0.28 1.41 0.03
 15.10.12 23:00 0.05 0.24 1.40 0.02
 -------- 00:00 0.05 0.17 1.39 0.02
 -------- 01:00 0.05 0.23 1.41 0.02
 -------- 02:00 0.04 0.24 1.39 0.04
 -------- 03:00 0.04 0.19 1.39 0.02
 16.10.12 04:00 0.05 0.21 1.40 0.01
 -------- 05:00 0.05 0.20 1.39 0.02
 -------- 06:00 0.06 0.22 1.41 0.03
 -------- 07:00 0.09 0.25 1.42 0.04
 -------- 08:00 0.08 0.23 1.41 0.03
 16.10.12 09:00 0.09 0.26 1.43 0.05
 -------- 10:00 0.10 0.28 1.46 0.08
 -------- 11:00 0.10 0.28 1.47 0.09
