 Date Time CO NO2 CHX NO
 10.11.12 00:00 0.04 0.10 1.42 0.01
 -------- 01:00 0.04 0.09 1.39 0.01
 -------- 02:00 0.04 0.09 1.41 0.01
 -------- 03:00 0.04 0.17 1.45 0.01
 -------- 04:00 0.04 0.24 1.49 0.01
 10.11.12 05:00 0.04 0.23 1.46 0.01
 -------- 06:00 0.04 0.21 1.45 0.01
 -------- 07:00 0.06 0.26 1.47 0.01
 -------- 08:00 0.06 0.27 1.50 0.02
 -------- 09:00 0.06 0.29 1.54 0.04
 10.11.12 10:00 0.07 0.27 1.52 0.05
 -------- 11:00 0.07 0.25 1.51 0.06
 -------- 12:00 0.06 0.22 1.50 0.05
 -------- 13:00 0.08 0.25 1.48 0.05
 -------- 14:00 0.07 0.22 1.47 0.04
 10.11.12 15:00 0.07 0.24 1.46 0.03
 -------- 16:00 0.08 0.26 1.50 0.03
 -------- 17:00 0.08 0.28 1.48 0.03
 -------- 18:00 0.09 0.28 1.52 0.02
 -------- 19:00 0.15 0.36 1.65 0.17
 10.11.12 20:00 0.17 0.37 1.67 0.20
 -------- 21:00 0.23 0.38 1.93 0.33
 -------- 22:00 0.23 0.40 2.35 0.44
 -------- 23:00 0.23 0.39 1.93 0.42
 -------- 00:00 0.33 0.35 2.62 0.47
 11.11.12 01:00 0.35 0.36 2.16 0.65
 -------- 02:00 0.36 0.33 2.22 0.65
 -------- 03:00 0.29 0.35 2.07 0.58
 -------- 04:00 0.26 0.38 2.21 0.56
 -------- 05:00 0.22 0.37 2.09 0.48
 11.11.12 06:00 0.20 0.36 1.99 0.42
 -------- 07:00 0.17 0.36 1.91 0.32
 -------- 08:00 0.15 0.35 1.83 0.27
 -------- 09:00 0.14 0.34 1.79 0.21
 -------- 10:00 0.15 0.33 1.77 0.20
 11.11.12 11:00 0.12 0.33 1.69 0.15
 -------- 12:00 0.11 0.30 1.61 0.11
 -------- 13:00 0.08 0.27 1.57 0.07
 -------- 14:00 0.08 0.27 1.56 0.05
 -------- 15:00 0.08 0.27 1.58 0.04
 11.11.12 16:00 0.08 0.29 1.64 0.04
 -------- 17:00 0.09 0.29 1.65 0.08
 -------- 18:00 0.09 0.31 1.66 0.12
 -------- 19:00 0.07 0.29 1.64 0.06
 -------- 20:00 0.08 0.27 1.64 0.04
 11.11.12 21:00 0.08 0.26 1.58 0.03
 -------- 22:00 0.07 0.25 1.53 0.02
