 Date Time CO NO2 CHX NO
 10.11.12 12:00 0.06 0.23 1.52 0.06
 -------- 13:00 0.08 0.25 1.48 0.05
 -------- 14:00 0.07 0.22 1.47 0.04
 -------- 15:00 0.07 0.24 1.46 0.03
 -------- 16:00 0.08 0.26 1.50 0.03
 10.11.12 17:00 0.08 0.28 1.48 0.03
 -------- 18:00 0.09 0.28 1.52 0.02
 -------- 19:00 0.15 0.36 1.65 0.17
 -------- 20:00 0.17 0.37 1.67 0.20
 -------- 21:00 0.23 0.38 1.93 0.33
 10.11.12 22:00 0.23 0.40 2.35 0.44
 -------- 23:00 0.23 0.39 1.93 0.42
 -------- 00:00 0.33 0.35 2.62 0.47
 -------- 01:00 0.35 0.36 2.16 0.65
 -------- 02:00 0.36 0.33 2.22 0.65
 11.11.12 03:00 0.29 0.35 2.07 0.58
 -------- 04:00 0.26 0.38 2.21 0.56
 -------- 05:00 0.22 0.37 2.09 0.48
 -------- 06:00 0.20 0.36 1.99 0.42
 -------- 07:00 0.17 0.36 1.91 0.32
 11.11.12 08:00 0.15 0.35 1.83 0.27
 -------- 09:00 0.14 0.34 1.79 0.21
 -------- 10:00 0.15 0.33 1.77 0.20
 -------- 11:00 0.12 0.33 1.69 0.15
 -------- 12:00 0.11 0.30 1.61 0.11
 11.11.12 13:00 0.08 0.27 1.57 0.07
 -------- 14:00 0.08 0.27 1.56 0.05
 -------- 15:00 0.08 0.27 1.58 0.04
 -------- 16:00 0.08 0.29 1.64 0.04
 -------- 17:00 0.09 0.29 1.65 0.08
 11.11.12 18:00 0.09 0.31 1.66 0.12
 -------- 19:00 0.07 0.29 1.64 0.06
 -------- 20:00 0.08 0.27 1.64 0.04
 -------- 21:00 0.08 0.26 1.58 0.03
 -------- 22:00 0.07 0.25 1.53 0.02
 11.11.12 23:00 0.06 0.25 1.53 0.02
 -------- 00:00 0.06 0.21 1.51 0.02
 -------- 01:00 0.06 0.19 1.51 0.01
 -------- 02:00 0.06 0.20 1.51 0.01
 -------- 03:00 0.05 0.19 1.49 0.01
 12.11.12 04:00 0.06 0.23 1.51 0.01
 -------- 05:00 0.07 0.26 1.52 0.03
 -------- 06:00 0.07 0.25 1.50 0.04
 -------- 07:00 0.08 0.26 1.53 0.04
 -------- 08:00 0.08 0.27 1.54 0.06
 12.11.12 09:00 0.08 0.27 1.55 0.07
 -------- 10:00 0.08 0.26 1.52 0.06
